,SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
1572,SOMANYCERA,Somany Ceramics Limited,EQ,22-NOV-1995,2,1,INE355A01028,2,EQ,505.0,514.95,505.0,509.15,512.5,503.35,17570,8949775.45,15-DEC-2022,1749,INE355A01028
1573,SOMATEX,Soma Textiles & Industries Limited,EQ,14-AUG-1996,10,1,INE314C01013,10,EQ,8.0,8.75,8.0,8.3,8.35,8.3,17576,146204.65,15-DEC-2022,81,INE314C01013
1574,SOMICONVEY,Somi Conveyor Beltings Limited,EQ,18-JUL-2016,10,1,INE323J01019,10,EQ,44.95,46.0,44.55,44.95,45.7,43.85,9516,432050.85,15-DEC-2022,123,INE323J01019
1575,SONACOMS,Sona BLW Precision Forgings Limited,EQ,24-JUN-2021,10,1,INE073K01018,10,EQ,483.0,483.55,461.5,463.8,464.0,479.2,1195554,563203774.4,15-DEC-2022,40504,INE073K01018
1576,SONAMCLOCK,Sonam Clock Limited,EQ,07-APR-2022,10,1,INE00LM01011,10,EQ,46.45,47.85,43.1,45.95,46.0,46.45,14001,648558.45,15-DEC-2022,285,INE00LM01011
1577,SONATSOFTW,Sonata Software Limited,EQ,28-JUL-1999,1,1,INE269A01021,1,EQ,555.35,557.95,540.0,540.8,541.2,560.05,154492,84337511.85,15-DEC-2022,10552,INE269A01021
1578,SOTL,Savita Oil Technologies Limited,EQ,28-JUN-1995,2,1,INE035D01020,2,EQ,331.05,334.8,322.1,325.0,323.65,331.05,69498,22807518.2,15-DEC-2022,3484,INE035D01020
1579,SOUTHBANK,The South Indian Bank Limited,EQ,08-DEC-1998,1,1,INE683A01023,1,EQ,20.3,21.8,20.1,20.65,20.6,20.15,104164413,2179663204.15,15-DEC-2022,68009,INE683A01023
1580,SOUTHWEST,South West Pinnacle Exploration Limited,EQ,18-APR-2019,10,1,INE980Y01015,10,EQ,121.0,124.0,119.3,122.85,119.8,121.2,48438,5937781.05,15-DEC-2022,593,INE980Y01015
1581,SPAL,S. P. Apparels Limited,EQ,12-AUG-2016,10,1,INE212I01016,10,EQ,360.85,364.9,354.4,356.65,354.4,360.85,43756,15741913.35,15-DEC-2022,2865,INE212I01016
1582,SPANDANA,Spandana Sphoorty Financial Limited,EQ,19-AUG-2019,10,1,INE572J01011,10,EQ,638.0,643.95,619.55,628.4,624.35,632.3,138742,88354253.05,15-DEC-2022,2748,INE572J01011
1583,SPARC,Sun Pharma Advanced Research Company Limited,EQ,18-JUL-2007,1,1,INE232I01014,1,EQ,226.0,228.25,223.2,224.4,224.3,225.95,184915,41710545.85,15-DEC-2022,3683,INE232I01014
1584,SPCENET,Spacenet Enterprises India Limited,BE,10-JAN-2017,1,1,INE970N01027,1,BE,28.4,28.4,28.4,28.4,28.4,29.85,62319,1769859.6,15-DEC-2022,286,INE970N01027
1585,SPECIALITY,Speciality Restaurants Limited,EQ,30-MAY-2012,10,1,INE247M01014,10,EQ,202.0,203.0,197.55,198.15,199.65,200.1,36110,7230173.15,15-DEC-2022,801,INE247M01014
1586,SPENCERS,Spencer's Retail Limited,EQ,25-JAN-2019,5,1,INE020801028,5,EQ,71.0,71.95,69.6,69.95,69.9,70.95,123886,8762971.7,15-DEC-2022,1668,INE020801028
1587,SPIC,Southern Petrochemicals Industries Corporation  Limited,EQ,10-JAN-1996,10,1,INE147A01011,10,EQ,66.7,71.95,64.8,70.3,70.2,66.5,9369527,650751114.9,15-DEC-2022,35940,INE147A01011
1588,SPICEJET,SPICEJET LTD,EQ,10-MAY-1995,10,1,INE285B01017,10,EQ,40.95,41.55,40.3,40.6,40.75,40.75,1548104,63455198.8,15-DEC-2022,6311,INE285B01017
1589,SPLIL,SPL Industries Limited,EQ,26-JUL-2005,10,1,INE978G01016,10,EQ,76.65,76.8,74.05,74.15,74.15,75.9,70460,5290571.9,15-DEC-2022,1032,INE978G01016
1590,SPLPETRO,Supreme Petrochem Limited,EQ,24-MAY-2022,4,1,INE663A01025,4,EQ,770.0,770.0,755.0,756.65,757.0,756.9,13896,10536672.8,15-DEC-2022,2637,INE663A01025
1591,SPMLINFRA,SPML Infra Limited,EQ,14-FEB-1996,2,1,INE937A01023,2,EQ,30.05,30.45,29.35,30.2,30.4,29.35,19569,581293.3,15-DEC-2022,349,INE937A01023
1592,SPORTKING,Sportking India Limited,EQ,24-AUG-2022,10,1,INE885H01011,10,EQ,723.65,736.8,702.35,708.05,704.0,716.7,9902,7104188.3,15-DEC-2022,911,INE885H01011
1593,SPTL,Sintex Plastics Technology Limited,EQ,08-AUG-2017,1,1,INE501W01021,1,EQ,3.15,3.25,3.1,3.25,3.25,3.1,3057467,9854988.8,15-DEC-2022,1339,INE501W01021
1594,SPYL,Shekhawati Poly-Yarn Limited,BE,12-JAN-2011,1,1,INE268L01020,1,BE,0.6,0.6,0.6,0.6,0.6,0.55,2592,1555.2,15-DEC-2022,7,INE268L01020
1595,SREEL,Sreeleathers Limited,EQ,01-JAN-2014,10,1,INE099F01013,10,EQ,226.55,226.55,221.25,222.35,224.0,224.05,13595,3031985.6,15-DEC-2022,897,INE099F01013
1596,SRF,SRF Limited,EQ,18-AUG-2003,10,1,INE647A01010,10,EQ,2410.0,2460.0,2376.55,2400.7,2382.1,2399.95,1131869,2741457551.35,15-DEC-2022,63642,INE647A01010
1597,SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,EQ,08-MAY-2007,10,1,INE917H01012,10,EQ,539.0,557.0,535.05,547.9,548.8,531.55,22472,12325366.65,15-DEC-2022,3134,INE917H01012
1598,SRPL,Shree Ram Proteins Limited,EQ,23-SEP-2020,10,1,INE008Z01012,10,EQ,85.0,85.0,80.75,81.15,82.45,83.7,86249,7107167.05,15-DEC-2022,921,INE008Z01012
1599,SRTRANSFIN,Shriram Transport Finance Company Limited,EQ,11-DEC-1996,10,1,INE721A01013,10,EQ,1375.4,1404.2,1370.05,1393.2,1389.5,1378.55,755612,1046888138.2,15-DEC-2022,23142,INE721A01013
1600,SRTRANSFIN,Shriram Transport Finance Company Limited,EQ,11-DEC-1996,10,1,INE721A01013,10,YH,1006.0,1010.11,1006.0,1010.11,1010.11,1010.11,130,130985.5,15-DEC-2022,2,INE721A07NT3
1601,SRTRANSFIN,Shriram Transport Finance Company Limited,EQ,11-DEC-1996,10,1,INE721A01013,10,YI,1040.0,1059.33,1040.0,1055.32,1059.33,1079.0,406,426486.53,15-DEC-2022,10,INE721A07NU1
1602,SRTRANSFIN,Shriram Transport Finance Company Limited,EQ,11-DEC-1996,10,1,INE721A01013,10,YL,1176.68,1176.68,1006.06,1084.9,1084.9,1078.5,80,85474.0,15-DEC-2022,4,INE721A07NX5
1603,SRTRANSFIN,Shriram Transport Finance Company Limited,EQ,11-DEC-1996,10,1,INE721A01013,10,YY,1097.0,1097.0,1097.0,1097.0,1097.0,1099.99,5,5485.0,15-DEC-2022,1,INE721A07OP9
1604,SRTRANSFIN,Shriram Transport Finance Company Limited,EQ,11-DEC-1996,10,1,INE721A01013,10,Z2,1445.0,1445.0,1445.0,1445.0,1445.0,1445.0,149,215305.0,15-DEC-2022,5,INE721A07OS3
1605,SRTRANSFIN,Shriram Transport Finance Company Limited,EQ,11-DEC-1996,10,1,INE721A01013,10,Z3,1006.9,1006.9,1006.9,1006.9,1006.9,1003.0,2,2013.8,15-DEC-2022,1,INE721A07OY1
1606,SRTRANSFIN,Shriram Transport Finance Company Limited,EQ,11-DEC-1996,10,1,INE721A01013,10,ZI,1088.2,1088.2,1088.2,1088.2,1088.2,1088.2,63,68556.6,15-DEC-2022,1,INE721A07PN1
1607,SSWL,Steel Strips Wheels Limited,EQ,06-JUN-2005,1,1,INE802C01033,1,EQ,164.55,167.7,163.25,165.8,165.55,163.3,137112,22769217.35,15-DEC-2022,2799,INE802C01033
1608,STAR,Strides Pharma Science Limited,EQ,02-FEB-2000,10,1,INE939A01011,10,EQ,365.7,378.0,362.4,364.15,364.0,364.2,1007705,374234049.0,15-DEC-2022,19969,INE939A01011
1609,STARCEMENT,Star Cement Limited,EQ,16-JUN-2017,1,1,INE460H01021,1,EQ,120.6,120.7,113.6,115.2,117.0,120.1,612800,71955115.5,15-DEC-2022,7082,INE460H01021
1610,STARHEALTH,Star Health and Allied Insurance Company Limited,EQ,10-DEC-2021,10,1,INE575P01011,10,EQ,598.2,605.55,594.2,599.05,597.45,599.9,201859,121169056.3,15-DEC-2022,11259,INE575P01011
1611,STARPAPER,Star Paper Mills Limited,EQ,13-SEP-1995,10,1,INE733A01018,10,EQ,193.0,193.0,188.5,189.1,189.3,191.85,40117,7644625.4,15-DEC-2022,1049,INE733A01018
1612,STARTECK,Starteck Finance Limited,EQ,04-MAY-2022,10,1,INE992I01013,10,EQ,133.55,137.95,131.0,132.2,131.0,132.0,13354,1797728.15,15-DEC-2022,417,INE992I01013
1613,STCINDIA,The State Trading Corporation of India Limited,EQ,01-APR-2003,10,1,INE655A01013,10,EQ,99.9,105.75,99.15,102.6,102.6,100.35,342807,35546002.65,15-DEC-2022,4591,INE655A01013
1614,STEELCAS,Steelcast Limited,EQ,23-NOV-2021,5,1,INE124E01020,5,EQ,534.55,542.0,526.25,535.05,537.0,535.15,30890,16496086.3,15-DEC-2022,2318,INE124E01020
1615,STEELCITY,Steel City Securities Limited,EQ,27-JUN-2019,10,1,INE395H01011,10,EQ,61.5,62.4,60.3,60.95,60.75,61.5,25144,1536120.75,15-DEC-2022,218,INE395H01011
1616,STEELXIND,STEEL EXCHANGE INDIA LIMITED,EQ,20-JUL-2017,1,1,INE503B01021,1,EQ,14.95,15.0,14.3,14.3,14.3,15.05,3080670,44553430.2,15-DEC-2022,2439,INE503B01021
1617,STEL,Stel Holdings Limited,EQ,09-FEB-2011,10,1,INE577L01016,10,EQ,163.5,164.35,161.0,161.85,161.5,159.9,26112,4240172.7,15-DEC-2022,817,INE577L01016
1618,STERTOOLS,Sterling Tools Limited,EQ,02-FEB-2006,2,1,INE334A01023,2,EQ,280.95,292.15,272.0,282.5,283.0,276.8,122137,34651558.15,15-DEC-2022,6803,INE334A01023
1619,STLTECH,Sterlite Technologies Limited,EQ,08-DEC-2000,2,1,INE089C01029,2,EQ,170.35,179.9,170.35,177.35,176.65,170.35,2777332,491468052.65,15-DEC-2022,28097,INE089C01029
1620,STOVEKRAFT,Stove Kraft Limited,EQ,05-FEB-2021,10,1,INE00IN01015,10,EQ,580.5,580.5,564.05,573.3,569.0,575.15,49989,28530258.2,15-DEC-2022,4979,INE00IN01015
1621,STYLAMIND,Stylam Industries Limited,EQ,02-AUG-2021,5,1,INE239C01020,5,EQ,1182.1,1215.0,1177.0,1183.0,1180.0,1190.65,57940,69653995.15,15-DEC-2022,3676,INE239C01020
1622,SUBCAPCITY,International Constructions Limited,EQ,10-JUL-1996,10,1,INE845C01016,10,EQ,95.0,98.2,93.65,98.2,98.2,93.55,537,51693.4,15-DEC-2022,26,INE845C01016
1623,SUBEXLTD,Subex Limited,EQ,05-NOV-2020,5,1,INE754A01055,5,EQ,34.6,34.8,33.5,33.65,33.65,34.7,6759980,230521490.55,15-DEC-2022,9675,INE754A01055
1624,SUBROS,Subros Limited,EQ,13-JUL-2005,2,1,INE287B01021,2,EQ,315.25,327.4,313.85,325.05,327.4,315.2,50600,16283741.15,15-DEC-2022,3038,INE287B01021
1625,SUDARSCHEM,Sudarshan Chemical Industries Limited,EQ,25-MAY-1995,2,1,INE659A01023,2,EQ,385.0,389.9,382.0,385.25,385.7,387.25,35955,13912911.45,15-DEC-2022,2494,INE659A01023
1626,SUKHJITS,Sukhjit Starch & Chemicals Limited,EQ,07-NOV-2022,10,1,INE450E01011,10,EQ,465.0,467.9,455.1,459.9,456.85,468.25,3474,1601158.35,15-DEC-2022,438,INE450E01011
1627,SUMEETINDS,Sumeet Industries Limited,EQ,10-DEC-2010,10,1,INE235C01010,10,EQ,6.0,6.55,6.0,6.15,6.15,6.2,560178,3524656.4,15-DEC-2022,680,INE235C01010
1628,SUMICHEM,Sumitomo Chemical India Limited,EQ,27-JAN-2020,10,1,INE258G01013,10,EQ,483.15,487.95,475.65,479.95,479.8,483.15,120449,58114753.8,15-DEC-2022,3967,INE258G01013
1629,SUMIT,Sumit Woods Limited,BE,30-JUL-2019,10,1,INE748Z01013,10,BE,32.6,33.65,32.0,32.0,32.0,33.65,123789,3993305.6,15-DEC-2022,319,INE748Z01013
1630,SUMMITSEC,Summit Securities Limited,EQ,28-JAN-2011,10,1,INE519C01017,10,EQ,662.0,686.0,662.0,665.15,664.2,679.9,6074,4099141.45,15-DEC-2022,520,INE519C01017
1631,SUNCLAYLTD,Sundaram Clayton Limited,EQ,23-OCT-2012,5,1,INE105A01035,5,EQ,5261.5,5299.0,5166.0,5187.3,5170.0,5248.3,2708,14185954.35,15-DEC-2022,756,INE105A01035
1632,SUNDARAM,Sundaram Multi Pap Limited,EQ,02-JUN-2010,1,1,INE108E01023,1,EQ,2.85,2.95,2.8,2.8,2.85,2.9,1165034,3302990.6,15-DEC-2022,670,INE108E01023
1633,SUNDARMFIN,Sundaram Finance Limited,EQ,07-JAN-1998,10,1,INE660A01013,10,EQ,2325.0,2341.15,2301.55,2317.85,2321.95,2321.45,55759,129641645.6,15-DEC-2022,1702,INE660A01013
1634,SUNDARMHLD,Sundaram Finance Holdings Limited,EQ,26-MAR-2018,5,1,INE202Z01029,5,EQ,103.0,104.65,98.55,99.6,99.8,103.0,178581,18095991.65,15-DEC-2022,2728,INE202Z01029
1635,SUNDRMBRAK,Sundaram Brake Linings Limited,EQ,17-JUL-1996,10,1,INE073D01013,10,EQ,327.85,329.9,321.8,324.8,324.8,327.15,1511,491464.45,15-DEC-2022,149,INE073D01013
1636,SUNDRMFAST,Sundram Fasteners Limited,EQ,07-JUN-2000,1,1,INE387A01021,1,EQ,969.65,999.95,957.6,973.75,970.0,969.65,277185,273207812.6,15-DEC-2022,28505,INE387A01021
1637,SUNFLAG,Sunflag Iron And Steel Company Limited,EQ,29-SEP-2005,10,1,INE947A01014,10,EQ,94.2,97.8,93.75,94.6,94.45,93.9,363822,34875443.95,15-DEC-2022,5036,INE947A01014
1638,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,08-FEB-1995,1,1,INE044A01036,1,EQ,1001.0,1007.0,998.1,1002.2,1001.0,1000.25,1304660,1307371471.1,15-DEC-2022,43721,INE044A01036
1639,SUNTECK,Sunteck Realty Limited,EQ,13-NOV-2009,1,1,INE805D01034,1,EQ,373.0,374.9,367.5,369.6,369.5,372.35,132740,49273927.4,15-DEC-2022,4604,INE805D01034
1640,SUNTV,Sun TV Network Limited,EQ,24-APR-2006,5,1,INE424H01027,5,EQ,509.1,514.45,502.1,504.2,502.7,506.95,1150172,585413876.8,15-DEC-2022,30539,INE424H01027
1641,SUPERHOUSE,Superhouse Limited,EQ,26-SEP-2014,10,1,INE712B01010,10,EQ,211.9,211.9,205.0,205.3,205.15,207.45,9198,1909606.55,15-DEC-2022,470,INE712B01010
1642,SUPERSPIN,Super Spinning Mills Limited,EQ,08-JUL-2004,1,1,INE662A01027,1,EQ,9.2,9.2,8.95,9.0,9.0,9.0,66794,601367.15,15-DEC-2022,107,INE662A01027
1643,SUPRAJIT,Suprajit Engineering Limited,EQ,18-FEB-2005,1,1,INE399C01030,1,EQ,346.55,349.6,340.0,341.1,340.9,346.45,205648,70561841.15,15-DEC-2022,5266,INE399C01030
1644,SUPREMEENG,Supreme Engineering Limited,EQ,04-DEC-2020,1,1,INE319Z01021,1,EQ,1.35,1.4,1.25,1.25,1.25,1.35,3732634,4874863.95,15-DEC-2022,1181,INE319Z01021
1645,SUPREMEIND,Supreme Industries Limited,EQ,19-JUL-1995,2,1,INE195A01028,2,EQ,2570.0,2581.85,2491.45,2506.0,2495.45,2565.9,31372,79700344.2,15-DEC-2022,8163,INE195A01028
1646,SUPREMEINF,Supreme Infrastructure India Limited,EQ,18-OCT-2007,10,1,INE550H01011,10,EQ,23.7,24.95,23.2,23.6,23.2,23.95,13074,314858.7,15-DEC-2022,134,INE550H01011
1647,SUPRIYA,Supriya Lifescience Limited,EQ,28-DEC-2021,2,1,INE07RO01027,2,EQ,250.2,250.2,243.0,243.9,244.5,248.4,158300,38808783.0,15-DEC-2022,7480,INE07RO01027
1648,SURANASOL,Surana Solar Limited,EQ,07-JAN-2011,5,1,INE272L01022,5,EQ,24.25,24.75,24.0,24.2,24.2,24.25,93452,2270557.7,15-DEC-2022,965,INE272L01022
1649,SURANAT&P,Surana Telecom and Power Limited,EQ,22-MAY-2002,1,1,INE130B01031,1,EQ,11.65,11.65,11.25,11.3,11.3,11.45,56114,640231.75,15-DEC-2022,249,INE130B01031
1650,SURYALAXMI,Suryalakshmi Cotton Mills Limited,EQ,15-JUN-2005,10,1,INE713B01026,10,EQ,63.1,64.85,62.25,62.75,62.75,63.1,38704,2454225.55,15-DEC-2022,727,INE713B01026
1651,SURYAROSNI,Surya Roshni Limited,EQ,10-MAY-1995,10,1,INE335A01012,10,EQ,507.0,534.0,505.0,507.9,509.15,504.25,1006191,526413388.1,15-DEC-2022,26463,INE335A01012
1652,SURYODAY,Suryoday Small Finance Bank Limited,EQ,26-MAR-2021,10,1,INE428Q01011,10,EQ,125.85,132.55,117.05,118.75,117.9,127.1,1500656,185731301.05,15-DEC-2022,21168,INE428Q01011
1653,SUTLEJTEX,Sutlej Textiles and Industries Limited,EQ,14-DEC-2006,1,1,INE645H01027,1,EQ,64.0,64.9,62.95,63.1,63.05,63.95,64772,4130672.45,15-DEC-2022,1229,INE645H01027
1654,SUULD,Suumaya Industries Limited,EQ,19-OCT-2020,10,1,INE591Q01016,10,EQ,40.0,40.05,38.65,39.0,39.2,39.25,129105,5054522.3,15-DEC-2022,1325,INE591Q01016
1655,SUVEN,Suven Life Sciences Limited,EQ,23-OCT-2003,1,1,INE495B01038,1,EQ,63.35,64.55,63.0,63.45,63.75,63.35,192726,12311029.6,15-DEC-2022,1600,INE495B01038
1656,SUVENPHAR,Suven Pharmaceuticals Limited,EQ,09-MAR-2020,1,1,INE03QK01018,1,EQ,477.0,485.45,477.0,479.95,483.0,478.95,235643,113544145.95,15-DEC-2022,10229,INE03QK01018
1657,SUVIDHAA,Suvidhaa Infoserve Limited,EQ,31-MAR-2021,1,1,INE018401013,1,EQ,5.2,5.35,5.2,5.25,5.25,5.2,84109,445579.5,15-DEC-2022,289,INE018401013
1658,SUZLON,Suzlon Energy Limited,EQ,19-OCT-2005,2,1,INE040H01021,2,EQ,10.8,11.25,10.65,10.95,10.95,10.9,476242220,5239824211.3,15-DEC-2022,141372,INE040H01021
1659,SVPGLOB,SVP GLOBAL TEXTILES LIMITED,EQ,14-JUL-2021,1,1,INE308E01029,1,EQ,31.85,32.0,31.0,31.25,31.5,31.5,82027,2573774.3,15-DEC-2022,783,INE308E01029
1660,SWANENERGY,Swan Energy Limited,EQ,29-MAY-2012,1,1,INE665A01038,1,EQ,285.75,291.25,282.25,283.8,283.25,285.75,254002,72801514.45,15-DEC-2022,4890,INE665A01038
1661,SWARAJENG,Swaraj Engines Limited,EQ,06-DEC-1995,10,1,INE277A01016,10,EQ,1620.0,1635.95,1586.0,1594.0,1596.9,1625.8,5764,9230206.85,15-DEC-2022,862,INE277A01016
1662,SWELECTES,Swelect Energy Systems Limited,EQ,09-MAY-2006,10,1,INE409B01013,10,EQ,345.65,352.95,340.0,340.25,340.0,342.35,19340,6691529.95,15-DEC-2022,1052,INE409B01013
1663,SWSOLAR,Sterling and Wilson Renewable Energy Limited,EQ,20-AUG-2019,1,1,INE00M201021,1,EQ,299.5,302.5,296.0,296.6,296.6,298.9,210078,62997812.4,15-DEC-2022,4653,INE00M201021
1664,SYMPHONY,Symphony Limited,EQ,15-JUN-2011,2,1,INE225D01027,2,EQ,933.15,944.0,917.0,924.4,920.7,931.95,20597,19258703.45,15-DEC-2022,3654,INE225D01027
1665,SYNCOMF,Syncom Formulations (India) Limited,EQ,18-NOV-2022,1,1,INE312C01025,1,EQ,7.95,7.95,7.8,7.85,7.9,7.9,829848,6541304.95,15-DEC-2022,2043,INE312C01025
1666,SYNGENE,Syngene International Limited,EQ,11-AUG-2015,10,1,INE398R01022,10,EQ,580.7,584.3,575.55,578.2,576.55,580.55,230537,133636549.05,15-DEC-2022,12971,INE398R01022
1667,SYRMA,Syrma SGS Technology Limited,EQ,26-AUG-2022,10,1,INE0DYJ01015,10,EQ,298.35,301.0,290.9,292.8,292.4,297.0,593139,175679763.75,15-DEC-2022,13903,INE0DYJ01015
1668,TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,EQ,27-JUL-1995,10,1,INE123C01018,10,EQ,99.35,100.95,97.05,97.4,98.05,100.65,2734,268514.3,15-DEC-2022,114,INE123C01018
1669,TAJGVK,Taj GVK Hotels & Resorts Limited,EQ,20-DEC-2000,2,1,INE586B01026,2,EQ,229.85,232.0,225.0,227.1,229.0,228.1,185388,42491625.05,15-DEC-2022,6050,INE586B01026
1670,TAKE,Take Solutions Limited,EQ,27-AUG-2007,1,1,INE142I01023,1,EQ,25.45,25.95,25.1,25.2,25.2,25.3,246423,6286878.3,15-DEC-2022,1392,INE142I01023
1671,TALBROAUTO,Talbros Automotive Components Limited,EQ,29-SEP-2006,10,1,INE187D01011,10,EQ,522.0,539.9,502.4,524.15,522.0,516.45,125669,66458375.7,15-DEC-2022,7007,INE187D01011
1672,TANLA,Tanla Platforms Limited,EQ,05-JAN-2007,1,1,INE483C01032,1,EQ,751.8,758.65,747.0,749.15,749.0,751.8,154886,116384136.15,15-DEC-2022,8055,INE483C01032
1673,TANTIACONS,Tantia Constructions Limited,BZ,19-FEB-2008,10,1,INE388G01018,10,BZ,13.55,14.15,13.25,13.9,13.9,13.5,10226,142576.65,15-DEC-2022,56,INE388G01018
1674,TARAPUR,Tarapur Transformers Limited,EQ,18-MAY-2010,10,1,INE747K01017,10,EQ,4.5,4.6,4.5,4.6,4.6,4.5,980,4468.5,15-DEC-2022,6,INE747K01017
1675,TARC,TARC Limited,EQ,18-DEC-2020,2,1,INE0EK901012,2,EQ,44.8,46.6,44.05,44.3,44.1,44.6,1441670,65451277.35,15-DEC-2022,4261,INE0EK901012
1676,TARMAT,Tarmat Limited,EQ,09-JUL-2007,10,1,INE924H01018,10,EQ,55.0,55.35,54.2,54.5,54.2,55.2,7385,403949.35,15-DEC-2022,122,INE924H01018
1677,TARSONS,Tarsons Products Limited,EQ,26-NOV-2021,2,1,INE144Z01023,2,EQ,737.0,743.45,732.0,733.4,735.0,735.05,29833,21958506.55,15-DEC-2022,2849,INE144Z01023
1678,TASTYBITE,Tasty Bite Eatables Limited,EQ,23-MAR-2017,10,1,INE488B01017,10,EQ,11341.45,11380.95,11225.05,11281.45,11330.0,11273.8,415,4686842.2,15-DEC-2022,210,INE488B01017
1679,TATACHEM,Tata Chemicals Limited,EQ,01-APR-1999,10,1,INE092A01019,10,EQ,1039.2,1042.95,1022.1,1026.7,1025.0,1036.5,545640,563338845.25,15-DEC-2022,21394,INE092A01019
1680,TATACOFFEE,Tata Coffee Limited,EQ,16-FEB-2000,1,1,INE493A01027,1,EQ,231.7,232.45,227.1,228.2,227.9,231.75,432924,99402253.95,15-DEC-2022,4762,INE493A01027
1681,TATACOMM,Tata Communications Limited,EQ,12-APR-1995,10,1,INE151A01013,10,EQ,1359.5,1366.7,1304.3,1312.75,1314.0,1359.55,769451,1023867762.55,15-DEC-2022,30280,INE151A01013
1682,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,18-NOV-1998,1,1,INE192A01025,1,EQ,815.4,815.45,802.05,804.9,803.0,815.45,783051,631845876.55,15-DEC-2022,32265,INE192A01025
1683,TATAELXSI,Tata Elxsi Limited,EQ,17-SEP-2003,10,1,INE670A01012,10,EQ,6645.0,6687.7,6545.0,6550.35,6547.0,6621.2,207197,1365350738.5,15-DEC-2022,37512,INE670A01012
1684,TATAINVEST,Tata Investment Corporation Limited,EQ,24-JUN-1998,10,1,INE672A01018,10,EQ,2268.35,2268.65,2197.3,2214.85,2220.0,2257.05,20994,46672315.7,15-DEC-2022,4249,INE672A01018
1685,TATAMETALI,Tata Metaliks Limited,EQ,27-MAY-2003,10,1,INE056C01010,10,EQ,793.7,797.25,778.05,780.35,780.75,793.7,35401,27753269.95,15-DEC-2022,2023,INE056C01010
1686,TATAMOTORS,Tata Motors Limited,EQ,22-JUL-1998,2,1,INE155A01022,2,EQ,418.85,422.8,415.7,416.7,416.7,417.9,7542601,3162833598.0,15-DEC-2022,87483,INE155A01022
1687,TATAMTRDVR,Tata Motors Limited,EQ,05-NOV-2008,2,1,IN9155A01020,2,EQ,224.35,225.3,222.0,222.5,222.2,223.35,938333,209725298.5,15-DEC-2022,8850,IN9155A01020
1688,TATAPOWER,Tata Power Company Limited,EQ,03-APR-1996,1,1,INE245A01021,1,EQ,222.65,224.8,221.05,221.8,221.5,222.7,7909066,1765613194.1,15-DEC-2022,59684,INE245A01021
1689,TATASTEEL,Tata Steel Limited,EQ,18-NOV-1998,1,1,INE081A01020,1,EQ,112.65,113.45,110.7,110.95,110.9,113.05,34361613,3838903320.85,15-DEC-2022,179928,INE081A01020
1690,TATASTLLP,Tata Steel Long Products Limited,EQ,24-FEB-2003,10,1,INE674A01014,10,EQ,671.5,675.45,659.0,660.55,659.9,672.5,32993,21994958.65,15-DEC-2022,1723,INE674A01014
1691,TATVA,Tatva Chintan Pharma Chem Limited,EQ,29-JUL-2021,10,1,INE0GK401011,10,EQ,2275.2,2318.5,2266.0,2313.3,2313.95,2289.6,5072,11661031.3,15-DEC-2022,2049,INE0GK401011
1692,TBZ,Tribhovandas Bhimji Zaveri Limited,EQ,09-MAY-2012,10,1,INE760L01018,10,EQ,77.0,79.4,75.3,75.6,76.0,77.2,135531,10434554.5,15-DEC-2022,2642,INE760L01018
1693,TCI,Transport Corporation of India Limited,EQ,21-JAN-2002,2,1,INE688A01022,2,EQ,667.75,676.6,652.0,655.2,653.15,661.15,33083,21893542.5,15-DEC-2022,3232,INE688A01022
1694,TCIEXP,TCI Express Limited,EQ,15-DEC-2016,2,1,INE586V01016,2,EQ,1823.7,1837.5,1785.65,1807.6,1818.0,1809.6,25094,45327394.75,15-DEC-2022,7161,INE586V01016
1695,TCNSBRANDS,TCNS Clothing Co. Limited,EQ,30-JUL-2018,2,1,INE778U01029,2,EQ,583.0,583.0,571.0,573.05,574.5,575.6,16809,9684731.5,15-DEC-2022,1180,INE778U01029
1696,TCPLPACK,TCPL Packaging Limited,EQ,17-OCT-2017,10,1,INE822C01015,10,EQ,1631.4,1649.9,1580.0,1586.9,1605.0,1628.6,19050,30865016.1,15-DEC-2022,5402,INE822C01015
1697,TCS,Tata Consultancy Services Limited,EQ,25-AUG-2004,1,1,INE467B01029,1,EQ,3358.8,3364.75,3298.95,3305.1,3303.9,3365.35,1415694,4708031740.7,15-DEC-2022,80331,INE467B01029
1698,TDPOWERSYS,TD Power Systems Limited,EQ,08-SEP-2011,2,1,INE419M01027,2,EQ,130.4,130.6,126.85,127.8,127.5,129.5,320348,41123211.25,15-DEC-2022,6315,INE419M01027
1699,TEAMLEASE,Teamlease Services Limited,EQ,12-FEB-2016,10,1,INE985S01024,10,EQ,2531.0,2570.95,2521.0,2557.75,2562.0,2549.0,12937,32975766.5,15-DEC-2022,3196,INE985S01024
1700,TECHIN,Techindia Nirman Limited,EQ,08-SEP-2011,10,1,INE778A01021,10,EQ,11.7,11.7,11.15,11.4,11.4,11.6,8798,99804.5,15-DEC-2022,98,INE778A01021
