,SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
374,DATAPATTNS,Data Patterns (India) Limited,EQ,24-DEC-2021,2,1,INE0IX101010,2,EQ,1259.9,1272.0,1226.0,1231.5,1226.0,1261.75,70870,88446623.8,15-DEC-2022,6912,INE0IX101010
375,DBCORP,D.B.Corp Limited,EQ,06-JAN-2010,10,1,INE950I01011,10,EQ,124.05,128.4,121.25,123.2,122.5,124.05,440205,55269884.7,15-DEC-2022,4646,INE950I01011
376,DBL,Dilip Buildcon Limited,EQ,11-AUG-2016,10,1,INE917M01012,10,EQ,236.75,243.0,232.5,234.7,234.1,229.55,1892817,449286325.5,15-DEC-2022,24434,INE917M01012
377,DBOL,Dhampur Bio Organics Limited,EQ,08-SEP-2022,10,1,INE0I3401014,10,EQ,195.45,198.7,192.85,193.5,193.3,193.1,94778,18503910.1,15-DEC-2022,2975,INE0I3401014
378,DBREALTY,D B Realty Limited,EQ,24-FEB-2010,10,1,INE879I01012,10,EQ,99.0,103.85,98.7,102.25,101.1,98.95,883370,90907233.15,15-DEC-2022,4885,INE879I01012
379,DBSTOCKBRO,DB (International) Stock Brokers Limited,EQ,29-FEB-2012,2,1,INE921B01025,2,EQ,24.9,24.9,23.6,24.1,24.05,24.9,2123,51222.8,15-DEC-2022,72,INE921B01025
380,DCAL,Dishman Carbogen Amcis Limited,EQ,21-SEP-2017,2,1,INE385W01011,2,EQ,97.0,97.25,95.3,95.55,95.6,96.4,248613,23936371.0,15-DEC-2022,2268,INE385W01011
381,DCBBANK,DCB Bank Limited,EQ,27-OCT-2006,10,1,INE503A01015,10,EQ,137.6,140.7,133.0,134.7,133.75,136.95,1833577,252071693.4,15-DEC-2022,12470,INE503A01015
382,DCI,Dc Infotech And Communication Limited,BE,19-OCT-2022,10,1,INE0A1101019,10,BE,138.3,138.3,137.95,138.3,138.3,131.75,5612,776134.0,15-DEC-2022,52,INE0A1101019
383,DCM,DCM  Limited,EQ,29-MAR-1995,10,1,INE498A01018,10,EQ,92.4,93.95,89.5,90.3,90.75,93.7,43661,3981561.75,15-DEC-2022,777,INE498A01018
384,DCMFINSERV,DCM Financial Services Limited,EQ,21-MAY-1997,10,1,INE891B01012,10,EQ,6.25,6.75,6.25,6.4,6.55,6.45,20670,135358.4,15-DEC-2022,69,INE891B01012
385,DCMNVL,DCM Nouvelle Limited,EQ,16-JUL-2019,10,1,INE08KP01019,10,EQ,160.2,163.7,160.0,160.6,160.0,161.65,28162,4545075.1,15-DEC-2022,651,INE08KP01019
386,DCMSHRIRAM,DCM Shriram Limited,EQ,12-APR-1995,2,1,INE499A01024,2,EQ,878.85,882.9,870.0,872.65,871.0,878.85,24346,21334502.8,15-DEC-2022,2426,INE499A01024
387,DCMSRIND,DCM Shriram Industries Limited,EQ,24-DEC-2021,2,1,INE843D01027,2,EQ,73.3,74.55,72.95,73.15,73.7,73.9,66179,4877375.0,15-DEC-2022,930,INE843D01027
388,DCW,DCW Limited,EQ,25-MAY-1995,2,1,INE500A01029,2,EQ,52.2,52.65,50.75,51.3,51.5,51.9,1780055,92086147.4,15-DEC-2022,6644,INE500A01029
389,DCXINDIA,DCX Systems Limited,EQ,11-NOV-2022,2,1,INE0KL801015,2,EQ,230.4,233.45,225.35,227.9,228.0,229.0,357993,82279138.25,15-DEC-2022,7235,INE0KL801015
390,DECCANCE,Deccan Cements Limited,EQ,02-AUG-2007,5,1,INE583C01021,5,EQ,536.35,541.5,525.0,530.4,530.0,538.9,10025,5346706.35,15-DEC-2022,903,INE583C01021
391,DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,EQ,17-JAN-2003,10,1,INE501A01019,10,EQ,803.75,826.0,797.45,811.7,810.15,803.9,641439,522723560.45,15-DEC-2022,23398,INE501A01019
392,DEEPAKNTR,Deepak Nitrite Limited,EQ,29-SEP-2010,2,1,INE288B01029,2,EQ,2218.0,2232.0,2170.0,2175.6,2173.75,2221.25,183116,402239656.35,15-DEC-2022,12097,INE288B01029
393,DEEPENR,DEEP ENERGY RESOURCES LIMITED,EQ,09-MAR-2010,10,1,INE677H01012,10,EQ,138.0,138.0,135.15,135.15,135.15,135.7,11689,1588957.55,15-DEC-2022,135,INE677H01012
394,DEEPINDS,Deep Industries Limited,EQ,27-APR-2021,10,1,INE0FHS01016,10,EQ,269.7,273.0,264.2,267.1,266.1,269.2,55328,14811376.8,15-DEC-2022,2867,INE0FHS01016
395,DELHIVERY,Delhivery Limited,EQ,24-MAY-2022,1,1,INE148O01028,1,EQ,365.5,369.7,359.8,363.75,364.5,365.9,781823,284726946.55,15-DEC-2022,19604,INE148O01028
396,DELPHIFX,DELPHI WORLD MONEY LIMITED,EQ,28-JUN-2011,10,1,INE726L01019,10,EQ,401.65,414.8,400.4,407.85,408.6,410.55,1226,500874.9,15-DEC-2022,283,INE726L01019
397,DELTACORP,Delta Corp Limited,EQ,02-NOV-2007,1,1,INE124G01033,1,EQ,224.75,226.0,222.0,223.1,222.55,224.35,1416276,317527527.05,15-DEC-2022,15303,INE124G01033
398,DELTAMAGNT,Delta Manufacturing Limited,EQ,18-OCT-1995,10,1,INE393A01011,10,EQ,83.0,83.0,78.7,79.65,79.55,79.7,12041,966201.15,15-DEC-2022,228,INE393A01011
399,DEN,Den Networks Limited,EQ,24-NOV-2009,10,1,INE947J01015,10,EQ,38.1,40.4,38.0,38.6,38.75,37.9,3628707,143379719.0,15-DEC-2022,10241,INE947J01015
400,DENORA,De Nora India Limited,EQ,07-AUG-1997,10,1,INE244A01016,10,EQ,695.95,695.95,680.0,685.0,680.5,689.8,2650,1814493.75,15-DEC-2022,324,INE244A01016
401,DEVIT,Dev Information Technology Limited,EQ,15-FEB-2022,5,1,INE060X01026,5,EQ,127.6,128.95,122.05,122.8,124.55,123.95,24700,3082622.5,15-DEC-2022,549,INE060X01026
402,DEVYANI,Devyani International Limited,EQ,16-AUG-2021,1,1,INE872J01023,1,EQ,191.35,193.05,189.05,190.65,191.0,191.7,1892678,361425286.5,15-DEC-2022,39301,INE872J01023
403,DFMFOODS,DFM Foods Limited,EQ,29-DEC-2016,2,1,INE456C01020,2,EQ,426.0,445.8,416.4,436.85,435.0,421.3,413245,178112860.75,15-DEC-2022,9723,INE456C01020
404,DGCONTENT,Digicontent Limited,EQ,18-JUN-2019,2,1,INE03JI01017,2,EQ,15.05,15.15,14.55,15.05,15.1,14.7,20982,313457.45,15-DEC-2022,151,INE03JI01017
405,DHAMPURSUG,Dhampur Sugar Mills Limited,EQ,29-MAR-1995,10,1,INE041A01016,10,EQ,226.0,228.7,220.95,221.75,221.4,223.65,170708,38383405.2,15-DEC-2022,4555,INE041A01016
406,DHANBANK,Dhanlaxmi Bank Limited,EQ,01-APR-2004,10,1,INE680A01011,10,EQ,23.3,25.7,22.95,25.15,25.1,23.4,44131756,1115450921.95,15-DEC-2022,31432,INE680A01011
407,DHANI,Dhani Services Limited,EQ,02-APR-2008,2,1,INE274G01010,2,EQ,44.5,45.35,44.05,44.25,44.15,44.3,2288955,101931296.3,15-DEC-2022,8731,INE274G01010
408,DHANUKA,Dhanuka Agritech Limited,EQ,29-JUN-2011,2,1,INE435G01025,2,EQ,700.95,704.25,696.3,699.7,701.45,697.45,11716,8207673.9,15-DEC-2022,2122,INE435G01025
409,DHARMAJ,Dharmaj Crop Guard Limited,EQ,08-DEC-2022,10,1,INE00OQ01016,10,EQ,237.1,238.8,232.1,233.55,232.95,237.35,465509,109689512.3,15-DEC-2022,11630,INE00OQ01016
410,DHARSUGAR,Dharani Sugars&Chemicals Limited,BZ,22-MAY-1996,10,1,INE988C01014,10,BZ,12.2,12.2,11.4,11.5,11.85,11.85,13296,157672.65,15-DEC-2022,64,INE988C01014
411,DHRUV,Dhruv Consultancy Services Limited,EQ,25-NOV-2021,10,1,INE506Z01015,10,EQ,60.95,60.95,53.7,56.15,55.5,58.75,42028,2398582.0,15-DEC-2022,581,INE506Z01015
412,DHUNINV,Dhunseri Investments Limited,EQ,18-MAR-2011,10,1,INE320L01011,10,EQ,743.7,751.9,715.0,725.9,735.0,743.7,3089,2263571.65,15-DEC-2022,482,INE320L01011
413,DIAMONDYD,Prataap Snacks Limited,EQ,05-OCT-2017,5,1,INE393P01035,5,EQ,893.95,904.9,887.9,891.05,889.0,894.15,8538,7649815.0,15-DEC-2022,701,INE393P01035
414,DICIND,DIC India Limited,EQ,30-AUG-1995,10,1,INE303A01010,10,EQ,396.85,400.05,388.7,390.65,392.0,390.4,1631,640537.1,15-DEC-2022,93,INE303A01010
415,DIGISPICE,DiGiSPICE Technologies Limited,EQ,27-MAY-2008,3,1,INE927C01020,3,EQ,27.8,27.9,26.1,26.5,26.6,27.45,75222,2019934.25,15-DEC-2022,576,INE927C01020
416,DIL,Debock Industries Limited,EQ,31-MAR-2022,10,1,INE411Y01011,10,EQ,14.0,14.35,14.0,14.0,14.1,14.2,121784,1713045.85,15-DEC-2022,490,INE411Y01011
417,DISHTV,Dish TV India Limited,EQ,18-APR-2007,1,1,INE836F01026,1,EQ,22.25,22.65,21.25,21.55,21.5,22.25,10971555,239589435.05,15-DEC-2022,9622,INE836F01026
418,DIVISLAB,Divi's Laboratories Limited,EQ,12-MAR-2003,2,1,INE361B01024,2,EQ,3393.85,3413.35,3351.0,3365.45,3359.0,3393.85,234168,790590505.35,15-DEC-2022,24631,INE361B01024
419,DIXON,Dixon Technologies (India) Limited,EQ,18-SEP-2017,2,1,INE935N01020,2,EQ,4112.95,4149.8,4075.3,4093.5,4080.0,4121.9,104954,432293840.05,15-DEC-2022,12655,INE935N01020
420,DJML,DJ Mediaprint & Logistics Limited,EQ,05-DEC-2022,10,1,INE0B1K01014,10,EQ,164.5,164.5,164.5,164.5,164.5,156.7,4177,687116.5,15-DEC-2022,14,INE0B1K01014
421,DLF,DLF Limited,EQ,05-JUL-2007,2,1,INE271C01023,2,EQ,406.15,409.8,398.25,399.7,398.8,407.2,2719988,1100911565.6,15-DEC-2022,36263,INE271C01023
422,DLINKINDIA,D-Link (India) Limited,EQ,18-DEC-2009,2,1,INE250K01012,2,EQ,257.0,261.9,250.5,252.3,253.3,260.3,225994,57821198.4,15-DEC-2022,6097,INE250K01012
423,DMART,Avenue Supermarts Limited,EQ,21-MAR-2017,10,1,INE192R01011,10,EQ,4209.0,4228.95,4151.0,4182.0,4157.95,4201.1,312108,1310145120.1,15-DEC-2022,34408,INE192R01011
424,DMCC,DMCC SPECIALITY CHEMICALS LIMITED,EQ,01-DEC-2021,10,1,INE505A01010,10,EQ,295.65,297.4,285.6,288.0,287.0,294.15,12892,3748282.15,15-DEC-2022,1689,INE505A01010
425,DNAMEDIA,Diligent Media Corporation Limited,EQ,11-DEC-2017,1,1,INE016M01021,1,EQ,3.8,3.8,3.6,3.7,3.7,3.75,111122,409779.05,15-DEC-2022,205,INE016M01021
426,DODLA,Dodla Dairy Limited,EQ,28-JUN-2021,10,1,INE021O01019,10,EQ,490.5,501.0,489.75,494.3,493.1,491.8,16570,8200953.05,15-DEC-2022,3143,INE021O01019
427,DOLATALGO,Dolat Algotech Limited,EQ,19-AUG-2019,1,1,INE966A01022,1,EQ,67.9,70.55,67.0,69.4,69.3,67.35,290012,20050487.5,15-DEC-2022,3023,INE966A01022
428,DOLLAR,Dollar Industries Limited,EQ,21-APR-2017,2,1,INE325C01035,2,BL,436.35,436.35,436.35,436.35,436.35,158.0,245590,107163196.5,15-DEC-2022,1,INE325C01035
429,DOLLAR,Dollar Industries Limited,EQ,21-APR-2017,2,1,INE325C01035,2,EQ,449.5,449.5,430.8,432.5,431.5,441.5,116926,51555782.2,15-DEC-2022,2742,INE325C01035
430,DONEAR,Donear Industries Limited,EQ,20-DEC-2006,2,1,INE668D01028,2,EQ,83.2,85.0,79.05,80.8,81.0,83.2,192734,15848815.55,15-DEC-2022,2479,INE668D01028
431,DPABHUSHAN,D. P. Abhushan Limited,EQ,03-NOV-2020,10,1,INE266Y01019,10,EQ,319.8,320.0,315.0,315.0,315.0,317.95,4349,1378333.5,15-DEC-2022,167,INE266Y01019
432,DPSCLTD,DPSC Limited,EQ,21-APR-2008,1,1,INE360C01024,1,EQ,14.05,15.15,13.95,14.2,14.35,13.9,215895,3116303.8,15-DEC-2022,815,INE360C01024
433,DPWIRES,D P Wires Limited,EQ,17-JAN-2020,10,1,INE864X01013,10,EQ,429.85,429.85,410.05,412.25,413.0,421.4,13250,5522393.25,15-DEC-2022,861,INE864X01013
434,DRCSYSTEMS,DRC Systems India Limited,BE,10-MAR-2021,1,1,INE03RS01027,1,BE,41.25,43.4,39.75,42.95,43.4,41.75,4374,179309.9,15-DEC-2022,36,INE03RS01027
435,DREAMFOLKS,Dreamfolks Services Limited,EQ,06-SEP-2022,2,1,INE0JS101016,2,EQ,379.9,384.0,376.3,378.4,378.0,378.15,121102,46064544.45,15-DEC-2022,5889,INE0JS101016
436,DREDGECORP,Dredging Corporation of India Limited,EQ,15-JAN-2004,10,1,INE506A01018,10,EQ,414.45,421.1,409.0,411.6,411.0,413.9,164804,68237435.95,15-DEC-2022,6884,INE506A01018
437,DRREDDY,Dr. Reddy's Laboratories Limited,EQ,30-MAY-2003,5,1,INE089A01023,5,EQ,4486.15,4527.6,4461.0,4468.95,4461.0,4504.55,241811,1084014826.6,15-DEC-2022,26454,INE089A01023
438,DSSL,Dynacons Systems & Solutions Limited,EQ,01-DEC-2011,10,1,INE417B01040,10,EQ,378.4,382.95,365.0,367.1,368.5,373.7,28469,10625435.1,15-DEC-2022,3596,INE417B01040
439,DTIL,Dhunseri Tea & Industries Limited,EQ,20-JAN-2015,10,1,INE341R01014,10,EQ,247.0,248.45,236.65,239.3,243.4,239.95,16854,4094565.15,15-DEC-2022,887,INE341R01014
440,DUCON,Ducon Infratechnologies Limited,EQ,09-OCT-2012,1,1,INE741L01018,1,EQ,11.35,11.5,11.2,11.25,11.3,11.25,182873,2061665.15,15-DEC-2022,600,INE741L01018
441,DVL,Dhunseri Ventures Limited,EQ,11-JAN-2008,10,1,INE477B01010,10,EQ,258.0,262.2,255.1,257.2,255.5,258.0,24744,6380160.3,15-DEC-2022,899,INE477B01010
442,DWARKESH,Dwarikesh Sugar Industries Limited,EQ,31-DEC-2004,1,1,INE366A01041,1,EQ,96.7,99.5,96.15,97.65,97.55,95.55,1672323,163786662.1,15-DEC-2022,11175,INE366A01041
443,DYCL,Dynamic Cables Limited,EQ,27-JUL-2022,10,1,INE600Y01019,10,EQ,204.95,211.9,196.65,199.9,198.95,199.3,484582,98621932.85,15-DEC-2022,15549,INE600Y01019
444,DYNAMATECH,Dynamatic Technologies Limited,EQ,14-SEP-2006,10,1,INE221B01012,10,EQ,2620.15,2640.0,2589.05,2602.5,2600.0,2620.1,5452,14215829.75,15-DEC-2022,1280,INE221B01012
445,DYNPRO,Dynemic Products Limited,EQ,19-JUL-2017,10,1,INE256H01015,10,EQ,354.3,354.3,342.0,345.2,347.35,354.3,19679,6825400.8,15-DEC-2022,1441,INE256H01015
446,E2E,E2E Networks Limited,EQ,12-APR-2022,10,1,INE255Z01019,10,EQ,208.05,208.05,196.75,199.6,199.95,207.1,5819,1156167.65,15-DEC-2022,217,INE255Z01019
447,EASEMYTRIP,Easy Trip Planners Limited,EQ,19-MAR-2021,1,1,INE07O001026,1,EQ,55.9,56.5,54.75,55.55,55.4,56.05,12776822,709778904.25,15-DEC-2022,28088,INE07O001026
448,EASTSILK,Eastern Silk Industries Limited,BE,03-JUL-1996,2,1,INE962C01027,2,BE,4.05,4.05,3.8,3.9,3.9,4.0,38302,148778.45,15-DEC-2022,99,INE962C01027
449,ECLERX,eClerx Services Limited,EQ,31-DEC-2007,10,1,INE738I01010,10,EQ,1414.9,1418.0,1372.55,1378.7,1379.0,1397.65,161984,224633568.1,15-DEC-2022,12369,INE738I01010
450,EDELWEISS,Edelweiss Financial Services Limited,EQ,12-DEC-2007,1,1,INE532F01054,1,EQ,70.25,70.75,68.0,68.5,68.5,69.9,1382509,96052506.7,15-DEC-2022,7906,INE532F01054
451,EDUCOMP,Educomp Solutions Limited,BZ,13-JAN-2006,2,1,INE216H01027,2,BZ,2.55,2.55,2.5,2.55,2.55,2.55,14802,37590.85,15-DEC-2022,46,INE216H01027
452,EICHERMOT,Eicher Motors Limited,EQ,07-SEP-2004,1,1,INE066A01021,1,EQ,3368.0,3382.35,3296.55,3303.5,3299.1,3369.4,338209,1126543508.6,15-DEC-2022,31486,INE066A01021
453,EIDPARRY,EID Parry India Limited,EQ,10-MAY-1995,1,1,INE126A01031,1,EQ,587.4,589.4,575.0,578.0,576.7,587.4,82149,47753318.05,15-DEC-2022,4624,INE126A01031
454,EIFFL,Euro India Fresh Foods Limited,EQ,12-OCT-2021,10,1,INE546V01010,10,EQ,161.1,163.0,160.95,161.55,163.0,162.05,10253,1661200.85,15-DEC-2022,96,INE546V01010
455,EIHAHOTELS,EIH Associated Hotels Limited,EQ,08-APR-2008,10,1,INE276C01014,10,EQ,463.7,465.95,452.25,453.3,454.4,463.95,10470,4798023.25,15-DEC-2022,470,INE276C01014
456,EIHOTEL,EIH Limited,EQ,08-FEB-1995,2,1,INE230A01023,2,EQ,182.0,183.95,180.25,181.5,181.9,181.15,225077,41014750.45,15-DEC-2022,5033,INE230A01023
457,EIMCOELECO,Eimco Elecon (India) Limited,EQ,17-APR-1996,10,1,INE158B01016,10,EQ,445.0,447.8,426.0,428.9,428.95,445.5,7679,3348855.95,15-DEC-2022,1130,INE158B01016
458,EKC,Everest Kanto Cylinder Limited,EQ,15-DEC-2005,2,1,INE184H01027,2,EQ,97.05,97.5,95.65,96.05,96.5,96.6,110008,10615014.7,15-DEC-2022,1942,INE184H01027
459,ELDEHSG,Eldeco Housing And Industries Limited,EQ,12-APR-2022,2,1,INE668G01021,2,EQ,615.05,619.9,600.05,605.05,604.25,608.4,1091,662556.8,15-DEC-2022,109,INE668G01021
460,ELECON,Elecon Engineering Company Limited,EQ,29-SEP-2006,2,1,INE205B01023,2,EQ,431.15,433.6,420.0,426.25,429.0,430.7,134152,57098594.35,15-DEC-2022,9889,INE205B01023
461,ELECTCAST,Electrosteel Castings Limited,EQ,20-JUN-2003,1,1,INE086A01029,1,EQ,39.35,40.0,38.5,38.65,38.75,39.35,1035646,40371240.25,15-DEC-2022,3478,INE086A01029
462,ELECTHERM,Electrotherm (India) Limited,EQ,20-AUG-2007,10,1,INE822G01016,10,EQ,73.7,74.5,72.45,73.4,73.15,73.7,6642,489116.15,15-DEC-2022,118,INE822G01016
463,ELGIEQUIP,Elgi Equipments Limited,EQ,22-NOV-1995,1,1,INE285A01027,1,EQ,516.35,517.95,501.0,503.6,506.25,513.8,133288,67619052.2,15-DEC-2022,5335,INE285A01027
464,ELGIRUBCO,Elgi Rubber Company Limited,EQ,10-AUG-2011,1,1,INE819L01012,1,EQ,35.3,35.6,34.6,35.1,35.5,35.15,21152,742364.4,15-DEC-2022,321,INE819L01012
465,EMAMILTD,Emami Limited,EQ,03-AUG-2006,1,1,INE548C01032,1,EQ,443.0,454.9,437.0,440.05,439.5,440.85,243565,108448351.65,15-DEC-2022,12639,INE548C01032
466,EMAMIPAP,Emami Paper Mills Limited,EQ,30-MAY-2019,2,1,INE830C01026,2,EQ,148.4,151.2,147.0,147.9,147.0,150.25,14264,2125241.05,15-DEC-2022,617,INE830C01026
467,EMAMIREAL,Emami Realty Limited,EQ,28-JUL-2010,2,1,INE778K01012,2,EQ,72.0,84.95,70.5,79.2,79.1,70.8,1390305,115336008.15,15-DEC-2022,7831,INE778K01012
468,EMIL,Electronics Mart India Limited,EQ,17-OCT-2022,10,1,INE02YR01019,10,EQ,89.85,90.4,85.0,85.75,85.8,90.2,1898429,166757247.35,15-DEC-2022,11200,INE02YR01019
469,EMKAY,Emkay Global Financial Services Limited,EQ,28-APR-2006,10,1,INE296H01011,10,EQ,75.85,75.9,74.3,75.25,74.75,74.9,18569,1394423.05,15-DEC-2022,390,INE296H01011
470,EMMBI,Emmbi Industries Limited,EQ,24-FEB-2010,10,1,INE753K01015,10,EQ,97.0,97.0,94.3,94.6,94.85,95.75,5475,518566.05,15-DEC-2022,199,INE753K01015
471,EMUDHRA,eMudhra Limited,EQ,01-JUN-2022,5,1,INE01QM01018,5,EQ,309.35,312.45,307.25,308.4,308.5,309.35,70268,21762290.4,15-DEC-2022,3665,INE01QM01018
472,ENDURANCE,Endurance Technologies Limited,EQ,19-OCT-2016,10,1,INE913H01037,10,EQ,1444.0,1466.0,1425.5,1449.6,1445.0,1442.65,23938,34603282.7,15-DEC-2022,4743,INE913H01037
473,ENERGYDEV,Energy Development Company Limited,EQ,02-NOV-2007,10,1,INE306C01019,10,EQ,21.4,21.4,20.6,20.8,20.9,20.95,144444,3017974.15,15-DEC-2022,501,INE306C01019
474,ENGINERSIN,Engineers India Limited,EQ,20-AUG-1997,5,1,INE510A01028,5,EQ,81.7,82.4,80.3,80.65,80.85,81.4,1566051,127335966.1,15-DEC-2022,6113,INE510A01028
475,ENIL,Entertainment Network (India) Limited,EQ,15-FEB-2006,10,1,INE265F01028,10,EQ,156.3,159.3,156.05,158.75,158.2,157.3,18880,2994860.6,15-DEC-2022,437,INE265F01028
476,EPL,EPL Limited,EQ,11-FEB-2002,2,1,INE255A01020,2,EQ,166.0,169.55,165.0,167.8,167.0,167.6,206330,34435537.35,15-DEC-2022,7137,INE255A01020
477,EQUIPPP,Equippp Social Impact Technologies Limited,BE,19-MAY-2021,1,1,INE217G01035,1,BE,37.05,38.75,37.05,38.6,38.65,38.75,1052,40452.05,15-DEC-2022,42,INE217G01035
478,EQUITAS,Equitas Holdings Limited,EQ,21-APR-2016,10,1,INE988K01017,10,EQ,125.05,129.7,125.05,127.85,128.6,125.05,1678738,213223929.8,15-DEC-2022,10319,INE988K01017
479,EQUITASBNK,Equitas Small Finance Bank Limited,EQ,02-NOV-2020,10,1,INE063P01018,10,EQ,60.5,61.65,58.6,59.15,59.2,60.65,2080624,125726521.1,15-DEC-2022,9132,INE063P01018
480,ERIS,Eris Lifesciences Limited,EQ,29-JUN-2017,1,1,INE406M01024,1,EQ,662.9,672.0,659.0,667.15,668.85,662.9,52425,34794893.55,15-DEC-2022,3972,INE406M01024
481,EROSMEDIA,Eros International Media Limited,EQ,06-OCT-2010,10,1,INE416L01017,10,EQ,28.5,29.7,28.2,28.75,28.95,28.75,243529,7031638.7,15-DEC-2022,3102,INE416L01017
482,ESABINDIA,Esab India Limited,EQ,01-NOV-1995,10,1,INE284A01012,10,EQ,4133.5,4163.5,4091.0,4116.65,4093.0,4113.05,7176,29639348.8,15-DEC-2022,1994,INE284A01012
483,ESCORTS,Escorts Kubota Limited,EQ,01-MAR-1995,10,1,INE042A01014,10,EQ,2205.0,2245.5,2195.05,2207.85,2208.0,2194.85,345794,768019458.2,15-DEC-2022,17188,INE042A01014
484,ESSARSHPNG,Essar Shipping Limited,EQ,15-NOV-2011,10,1,INE122M01019,10,EQ,10.35,10.35,10.1,10.1,10.2,10.25,329921,3376425.85,15-DEC-2022,629,INE122M01019
485,ESSENTIA,Integra Essentia Limited,BE,20-AUG-2013,1,1,INE418N01035,1,BE,8.7,8.9,8.55,8.65,8.7,8.6,329914,2870051.75,15-DEC-2022,349,INE418N01035
486,ESTER,Ester Industries Limited,EQ,20-JUN-2011,5,1,INE778B01029,5,EQ,138.6,140.8,136.1,136.75,137.0,138.05,102575,14176529.8,15-DEC-2022,3272,INE778B01029
487,ETHOSLTD,Ethos Limited,EQ,30-MAY-2022,10,1,INE04TZ01018,10,EQ,1034.0,1040.0,1014.05,1036.05,1035.0,1020.75,22944,23701277.45,15-DEC-2022,4334,INE04TZ01018
488,EUROTEXIND,Eurotex Industries and Exports Limited,EQ,31-JAN-1996,10,1,INE022C01012,10,EQ,11.7,11.7,10.8,11.35,11.5,10.85,17492,196747.7,15-DEC-2022,76,INE022C01012
489,EVEREADY,Eveready Industries India Limited,EQ,27-APR-2005,5,1,INE128A01029,5,EQ,364.9,373.7,356.8,359.45,360.0,364.45,137923,50225667.75,15-DEC-2022,4282,INE128A01029
490,EVERESTIND,Everest Industries Limited,EQ,29-MAR-1995,10,1,INE295A01018,10,EQ,839.5,839.5,810.9,814.8,812.05,839.9,24433,20041534.6,15-DEC-2022,3653,INE295A01018
491,EXCEL,Excel Realty N Infra Limited,BE,03-AUG-2009,1,1,INE688J01023,1,BE,0.55,0.6,0.5,0.55,0.55,0.55,18098495,10175625.05,15-DEC-2022,3583,INE688J01023
492,EXCELINDUS,Excel Industries Limited,EQ,16-JUN-2004,5,1,INE369A01029,5,EQ,1230.0,1230.0,1201.0,1208.85,1206.0,1224.7,11322,13719313.45,15-DEC-2022,1209,INE369A01029
493,EXIDEIND,Exide Industries Limited,EQ,17-JUN-2003,1,1,INE302A01020,1,EQ,191.9,192.9,190.0,191.05,190.25,192.05,1737746,332818309.85,15-DEC-2022,15564,INE302A01020
494,EXPLEOSOL,Expleo Solutions Limited,EQ,26-OCT-2009,10,1,INE201K01015,10,EQ,1240.3,1260.0,1215.0,1219.5,1220.0,1252.85,15983,19637566.65,15-DEC-2022,2495,INE201K01015
495,EXXARO,Exxaro Tiles Limited,EQ,16-AUG-2021,10,1,INE0GFE01018,10,EQ,117.05,117.45,115.1,115.95,115.1,116.45,53739,6267382.55,15-DEC-2022,889,INE0GFE01018
496,FACT,Fertilizers and Chemicals Travancore Limited,EQ,12-APR-1995,10,1,INE188A01015,10,EQ,186.15,223.9,184.0,223.8,223.9,186.6,20725266,4334523056.5,15-DEC-2022,136660,INE188A01015
497,FAIRCHEMOR,Fairchem Organics Limited,EQ,24-DEC-2020,10,1,INE0DNW01011,10,EQ,1384.0,1394.8,1362.5,1380.35,1377.0,1380.0,20223,27965183.6,15-DEC-2022,5074,INE0DNW01011
498,FAZE3Q,Faze Three Limited,EQ,18-NOV-2022,10,1,INE963C01033,10,EQ,288.45,288.45,282.1,285.2,286.85,281.85,5813,1658925.85,15-DEC-2022,393,INE963C01033
499,FCL,Fineotex Chemical Limited,EQ,15-JAN-2015,2,1,INE045J01026,2,EQ,269.75,274.65,257.6,261.45,261.0,282.25,2508671,661944359.1,15-DEC-2022,47139,INE045J01026
500,FCONSUMER,Future Consumer Limited,EQ,04-JUL-2013,6,1,INE220J01025,6,EQ,1.5,1.5,1.45,1.45,1.5,1.5,2804201,4138826.4,15-DEC-2022,2275,INE220J01025
501,FCSSOFT,FCS Software Solutions Limited,EQ,21-SEP-2005,1,1,INE512B01022,1,EQ,2.95,3.0,2.85,2.9,2.9,2.9,7195940,21092571.3,15-DEC-2022,4012,INE512B01022
502,FDC,FDC Limited,EQ,07-AUG-1997,1,1,INE258B01022,1,EQ,281.2,283.55,278.2,279.95,280.1,281.2,114934,32232101.45,15-DEC-2022,3658,INE258B01022
503,FEDERALBNK,The Federal Bank  Limited,EQ,08-FEB-1995,2,1,INE171A01029,2,EQ,136.75,142.2,136.25,137.85,137.7,136.75,30030543,4187938372.5,15-DEC-2022,105718,INE171A01029
504,FEL,Future Enterprises Limited,EQ,05-NOV-2001,2,1,INE623B01027,2,EQ,1.55,1.55,1.45,1.5,1.5,1.5,2052533,3093740.85,15-DEC-2022,1051,INE623B01027
505,FELDVR,Future Enterprises Limited,EQ,13-FEB-2009,2,1,IN9623B01058,2,EQ,7.9,7.9,7.25,7.5,7.25,7.55,42116,318458.95,15-DEC-2022,161,IN9623B01058
