,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,Unnamed: 13
0,1018GS2026,GS,122.06,122.06,122.06,122.06,122.06,116.25,100,12206.0,30-NOV-2022,2,IN0020010081,
1,182D130423,TB,97.0,97.0,97.0,97.0,97.0,96.75,500,48500.0,30-NOV-2022,4,IN002022Y294,
2,20MICRONS,EQ,93.6,94.25,92.55,93.25,93.95,93.2,83320,7780628.1,30-NOV-2022,1714,INE144J01027,
3,21STCENMGM,EQ,22.4,22.95,22.25,22.35,22.45,22.7,7492,168171.9,30-NOV-2022,101,INE253B01015,
4,364D030823,TB,95.19,95.19,95.19,95.19,95.19,95.0,2300,218937.0,30-NOV-2022,4,IN002022Z184,
5,364D070923,TB,95.0,95.0,95.0,95.0,95.0,94.1,200,19000.0,30-NOV-2022,1,IN002022Z234,
6,364D121023,TB,94.5,94.5,94.5,94.5,94.5,94.5,100,9450.0,30-NOV-2022,1,IN002022Z283,
7,364D150623,TB,95.0,95.0,95.0,95.0,95.0,96.0,100,9500.0,30-NOV-2022,1,IN002022Z119,
8,364D210923,TB,94.49,94.5,94.49,94.5,94.5,94.0,2300,217345.0,30-NOV-2022,4,IN002022Z259,
9,364D240823,TB,94.35,94.35,94.35,94.35,94.35,94.11,100,9435.0,30-NOV-2022,1,IN002022Z218,
10,364D270723,TB,99.25,99.25,96.35,96.35,96.35,94.55,2400,233850.0,30-NOV-2022,2,IN002022Z176,
11,364D290623,TB,95.5,95.5,95.5,95.5,95.5,95.59,100,9550.0,30-NOV-2022,1,IN002022Z135,
12,3IINFOLTD,EQ,42.9,43.0,42.3,42.45,42.55,42.8,267512,11399383.15,30-NOV-2022,2183,INE748C01038,
13,3MINDIA,EQ,23390.0,23559.85,23167.0,23353.5,23400.0,23399.95,1930,45042800.75,30-NOV-2022,1023,INE470A01017,
14,3PLAND,EQ,16.6,17.2,16.6,17.1,17.1,16.6,8784,149598.3,30-NOV-2022,59,INE105C01023,
15,426GS2023,GS,98.9,100.25,98.9,98.9,98.9,100.0,56,5570.35,30-NOV-2022,24,IN0020210046,
16,4THDIM,EQ,84.95,86.2,84.6,86.1,86.2,84.6,181920,15660177.1,30-NOV-2022,215,INE382T01022,
17,5PAISA,EQ,310.95,318.9,309.15,313.15,313.3,308.5,48612,15299938.3,30-NOV-2022,2343,INE618L01018,
18,63MOONS,EQ,152.1,153.05,150.05,152.35,152.45,151.35,25094,3809638.2,30-NOV-2022,1056,INE111B01023,
19,667GS2050,GS,94.98,94.98,94.97,94.97,94.97,94.99,31,2944.28,30-NOV-2022,3,IN0020200252,
20,669GS2024,GS,103.5,104.0,102.0,103.99,104.0,103.0,2254,233179.05,30-NOV-2022,14,IN0020220052,
21,676GS2061,GS,97.8,97.8,97.8,97.8,97.8,97.29,500,48900.0,30-NOV-2022,1,IN0020200401,
22,695GS2061,GS,96.01,97.99,96.01,97.99,97.99,97.39,110,10759.0,30-NOV-2022,3,IN0020210202,
23,699GS2051,GS,96.5,98.0,96.5,97.05,97.05,100.37,25,2425.1,30-NOV-2022,4,IN0020210194,
24,710GS2029,GS,100.4,100.5,100.4,100.4,100.4,100.4,6500,653020.0,30-NOV-2022,16,IN0020220011,
25,719GS2060,GS,100.5,103.0,100.0,103.0,103.0,104.0,2028,205847.34,30-NOV-2022,10,IN0020200039,
26,726GS2032,GS,102.5,102.5,101.0,102.0,102.0,102.5,610,62260.0,30-NOV-2022,7,IN0020220060,
27,736GS2052,GS,101.74,101.74,100.75,100.89,100.75,101.25,100,10089.85,30-NOV-2022,2,IN0020220086,
28,738GS2027,GS,104.45,104.5,104.3,104.5,104.5,104.6,2386,249088.0,30-NOV-2022,3,IN0020220037,
29,74GS2062,GS,102.0,102.0,101.26,102.0,102.0,101.25,741,75578.3,30-NOV-2022,3,IN0020220094,
30,754GS2036,GS,101.67,101.8,101.58,101.7,101.7,101.67,48701,4950683.02,30-NOV-2022,61,IN0020220029,
31,768GS2023,GS,104.08,104.08,104.08,104.08,104.08,104.75,150000,15612000.0,30-NOV-2022,2,IN0020150010,
32,915GS2024,GS,106.75,106.75,106.75,106.75,106.75,103.65,200,21350.0,30-NOV-2022,1,IN0020110048,
33,91D020223,TB,98.4,98.4,98.4,98.4,98.4,98.4,500,49200.0,30-NOV-2022,1,IN002022X312,
34,91D050123,TB,98.03,98.03,98.03,98.03,98.03,98.03,400,39212.0,30-NOV-2022,1,IN002022X270,
35,91D151222,TB,99.0,99.0,99.0,99.0,99.0,99.0,100,9900.0,30-NOV-2022,1,IN002022X247,
36,91D160223,TB,98.5,98.5,98.5,98.5,98.5,98.5,100,9850.0,30-NOV-2022,1,IN002022X338,
37,91D230223,TB,98.5,98.5,98.5,98.5,98.5,98.42,100,9850.0,30-NOV-2022,1,IN002022X346,
38,A2ZINFRA,EQ,10.95,11.15,10.7,10.8,10.8,10.8,222988,2424023.3,30-NOV-2022,474,INE619I01012,
39,AAATECH,EQ,72.0,76.3,72.0,72.55,72.55,74.9,15767,1154386.4,30-NOV-2022,332,INE0D0U01013,
40,AAKASH,EQ,8.25,8.25,7.75,7.75,7.75,8.15,1188208,9265968.7,30-NOV-2022,1578,INE087Z01024,
41,AAREYDRUGS,EQ,37.25,38.1,37.05,37.55,37.5,37.25,14354,539860.15,30-NOV-2022,224,INE198H01019,
42,AARON,BE,159.0,159.5,156.1,157.85,158.0,157.85,2693,424152.0,30-NOV-2022,104,INE721Z01010,
43,AARTIDRUGS,EQ,453.3,454.7,448.45,452.9,452.0,452.6,49273,22245211.9,30-NOV-2022,2832,INE767A01016,
44,AARTIIND,EQ,674.0,678.0,670.5,674.6,674.8,669.65,391559,264172105.35,30-NOV-2022,12628,INE769A01020,
45,AARTISURF,EQ,714.0,726.95,714.0,715.7,716.0,717.45,6479,4657427.6,30-NOV-2022,719,INE09EO01013,
46,AARVEEDEN,EQ,23.7,24.75,23.7,24.45,24.1,24.35,15837,385746.85,30-NOV-2022,111,INE273D01019,
47,AARVI,EQ,192.2,195.0,182.55,184.2,184.7,191.2,57109,10832913.15,30-NOV-2022,1277,INE754X01016,
48,AAVAS,EQ,1946.2,1952.75,1905.1,1913.75,1915.55,1936.5,91664,177557912.25,30-NOV-2022,7782,INE216P01012,
49,ABAN,EQ,49.0,50.35,48.3,48.85,48.95,49.35,117311,5766161.05,30-NOV-2022,1767,INE421A01028,
50,ABB,EQ,3021.9,3074.0,2979.0,3000.7,3005.0,3015.2,6409415,19251050216.95,30-NOV-2022,99522,INE117A01022,
51,ABBOTINDIA,EQ,20140.0,20346.5,20110.3,20237.8,20239.75,20169.55,8745,176949949.25,30-NOV-2022,2903,INE358A01014,
52,ABCAPITAL,EQ,144.45,146.65,143.55,145.35,145.35,144.1,7241278,1051169971.0,30-NOV-2022,44357,INE674K01013,
53,ABCOTS,SM,48.5,48.5,48.5,48.5,48.5,51.0,8000,388000.0,30-NOV-2022,2,INE08PH01015,
54,ABFRL,EQ,309.95,315.0,309.95,314.3,313.5,310.35,1418102,444562399.35,30-NOV-2022,17099,INE647O01011,
55,ABMINTLLTD,BE,65.55,68.4,65.55,68.0,68.0,69.0,280,18926.15,30-NOV-2022,14,INE251C01025,
56,ABSLAMC,EQ,434.4,436.0,431.0,434.2,434.0,429.45,155073,67365334.15,30-NOV-2022,3322,INE404A01024,
57,ABSLBANETF,EQ,43.49,43.5,42.88,43.36,42.91,43.2,13114,565446.89,30-NOV-2022,265,INF209KB17D5,
58,ABSLNN50ET,EQ,44.35,44.95,44.32,44.85,44.87,44.35,3134,139616.2,30-NOV-2022,49,INF209KB16D7,
59,ACC,EQ,2516.95,2570.0,2507.55,2563.25,2560.1,2514.05,565921,1440447648.45,30-NOV-2022,27338,INE012A01025,
60,ACCELYA,EQ,1682.7,1683.0,1602.0,1616.25,1624.0,1682.7,106733,174510661.05,30-NOV-2022,12163,INE793A01012,
61,ACCURACY,EQ,188.9,192.85,181.05,185.85,184.85,187.85,309465,57236878.6,30-NOV-2022,1185,INE648Z01015,
62,ACE,EQ,340.8,341.4,330.55,339.2,338.05,339.1,470761,158073954.75,30-NOV-2022,11374,INE731H01025,
63,ACEINTEG,EQ,59.4,59.4,55.0,55.4,55.1,56.65,8654,493138.15,30-NOV-2022,150,INE543V01017,
64,ACI,EQ,541.0,543.25,502.6,516.4,514.0,539.15,469673,247402691.35,30-NOV-2022,15957,INE128X01021,
65,ADANIENT,EQ,3897.8,3939.9,3867.0,3917.9,3924.7,3878.4,1968428,7684764468.7,30-NOV-2022,62047,INE423A01024,
66,ADANIGREEN,EQ,2019.0,2143.95,2000.0,2116.5,2123.05,2012.05,1617289,3378740940.75,30-NOV-2022,73007,INE364U01010,
67,ADANIPORTS,EQ,878.9,884.15,873.3,881.0,883.0,878.2,3797377,3340908150.5,30-NOV-2022,49802,INE742F01042,
68,ADANIPOWER,EQ,325.0,335.9,322.5,332.75,334.2,324.7,3528568,1164445831.0,30-NOV-2022,66965,INE814H01011,
69,ADANITRANS,EQ,2819.2,2999.9,2789.65,2908.5,2950.0,2782.7,1531228,4406676094.7,30-NOV-2022,72693,INE931S01010,
70,ADFFOODS,EQ,842.0,850.0,818.45,828.1,821.25,825.45,96002,80519685.6,30-NOV-2022,6266,INE982B01019,
71,ADL,BE,63.8,64.7,60.3,61.1,61.1,62.45,823,50505.55,30-NOV-2022,23,INE0CHO01012,
72,ADORWELD,EQ,841.2,848.95,825.25,832.6,837.0,833.8,6740,5608925.7,30-NOV-2022,965,INE045A01017,
73,ADROITINFO,EQ,19.95,20.25,19.1,20.25,20.25,19.3,124499,2506959.2,30-NOV-2022,266,INE737B01033,
74,ADSL,EQ,106.9,106.9,104.8,105.6,105.9,106.15,49494,5224519.5,30-NOV-2022,1048,INE102I01027,
75,ADVANIHOTR,EQ,80.95,82.4,79.65,81.8,81.95,80.3,68286,5578210.0,30-NOV-2022,1001,INE199C01026,
76,ADVENZYMES,EQ,285.4,286.4,280.7,284.0,283.75,284.0,40737,11528348.15,30-NOV-2022,2293,INE837H01020,
77,AEGISCHEM,EQ,317.0,328.7,311.0,325.1,328.0,316.9,764654,243551873.65,30-NOV-2022,17585,INE208C01025,
78,AETHER,EQ,907.2,907.2,896.45,902.05,900.0,900.4,19911,17943808.0,30-NOV-2022,1602,INE0BWX01014,
79,AFFLE,EQ,1256.85,1271.95,1241.5,1254.1,1248.1,1251.5,203855,255519546.25,30-NOV-2022,12410,INE00WC01027,
80,AGARIND,EQ,621.45,629.3,619.0,621.25,620.1,624.2,16397,10206679.1,30-NOV-2022,1607,INE204E01012,
81,AGI,EQ,297.0,298.5,292.5,296.1,295.8,297.15,55174,16287483.15,30-NOV-2022,2630,INE415A01038,
82,AGNI,SM,25.0,25.0,24.85,24.9,24.85,26.15,20000,498500.0,30-NOV-2022,2,INE0LF301013,
83,AGRITECH,EQ,92.5,96.7,90.55,93.1,93.7,92.05,12125,1135865.65,30-NOV-2022,325,INE449G01018,
84,AGROPHOS,EQ,39.5,40.35,39.05,39.85,40.0,39.5,94254,3753507.1,30-NOV-2022,679,INE740V01019,
85,AGSTRA,EQ,75.25,75.25,74.4,74.55,74.65,74.7,109001,8137025.8,30-NOV-2022,1856,INE583L01014,
86,AHLADA,BE,101.9,103.4,100.0,100.95,101.0,101.9,3507,356563.8,30-NOV-2022,54,INE00PV01013,
87,AHLEAST,BE,116.0,116.0,112.25,113.95,114.0,114.05,4755,536857.6,30-NOV-2022,60,INE926K01017,
88,AHLUCONT,EQ,430.1,444.9,428.1,432.35,435.0,434.4,11172,4836858.8,30-NOV-2022,823,INE758C01029,
89,AIAENG,EQ,2702.0,2726.95,2690.0,2700.1,2700.0,2699.8,63192,170658314.85,30-NOV-2022,8290,INE212H01026,
