,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,Unnamed: 13
0,20MICRONS,EQ,93.05,94.4,88.7,89.85,91.3,93.05,202644,18460754.3,21-NOV-2022,4756,INE144J01027,
1,21STCENMGM,EQ,22.3,22.5,21.8,22.0,22.0,22.2,7111,157331.7,21-NOV-2022,61,INE253B01015,
2,364D161123,TB,93.0,93.5,93.0,93.5,93.5,93.71,700,65200.0,21-NOV-2022,2,IN002022Z333,
3,364D170823,TB,93.45,93.45,93.45,93.45,93.45,89.0,10000,934500.0,21-NOV-2022,9,IN002022Z200,
4,364D191023,TB,95.0,95.0,93.8,93.95,93.95,95.0,600,56440.0,21-NOV-2022,5,IN002022Z291,
5,364D210923,TB,94.0,94.05,94.0,94.05,94.05,94.0,1100,103405.0,21-NOV-2022,2,IN002022Z259,
6,364D270723,TB,90.05,90.05,90.05,90.05,90.05,90.05,100,9005.0,21-NOV-2022,1,IN002022Z176,
7,3IINFOLTD,EQ,43.55,44.0,42.35,42.5,42.4,41.95,947146,40728962.95,21-NOV-2022,5529,INE748C01038,
8,3MINDIA,EQ,23970.0,23970.0,23311.0,23738.55,23730.0,24316.05,4007,95052840.05,21-NOV-2022,2031,INE470A01017,
9,3PLAND,EQ,17.0,17.45,16.55,16.85,16.55,17.05,1166,19792.9,21-NOV-2022,31,INE105C01023,
10,4THDIM,EQ,87.5,89.3,86.1,88.5,88.5,87.55,3860,341465.15,21-NOV-2022,89,INE382T01022,
11,5PAISA,EQ,318.0,318.0,303.35,307.5,308.95,314.55,35617,11089182.85,21-NOV-2022,1439,INE618L01018,
12,63MOONS,EQ,148.65,150.3,140.55,142.15,142.9,148.65,87686,12642021.05,21-NOV-2022,2764,INE111B01023,
13,667GS2050,GS,96.5,96.5,96.5,96.5,96.5,96.75,1,96.5,21-NOV-2022,1,IN0020200252,
14,669GS2024,GS,102.3,102.3,102.0,102.0,102.0,102.3,200,20430.0,21-NOV-2022,2,IN0020220052,
15,676GS2061,GS,97.86,97.86,97.86,97.86,97.86,93.2,10,978.6,21-NOV-2022,1,IN0020200401,
16,699GS2051,GS,98.1,98.1,98.0,98.0,98.0,98.5,26,2548.1,21-NOV-2022,2,IN0020210194,
17,710GS2029,GS,100.85,100.85,99.95,100.76,100.8,100.9,290,29149.0,21-NOV-2022,6,IN0020220011,
18,719GS2060,GS,99.0,100.0,98.5,98.5,98.5,103.4,857,84820.0,21-NOV-2022,8,IN0020200039,
19,726GS2032,GS,102.0,102.0,102.0,102.0,102.0,101.65,1000,102000.0,21-NOV-2022,1,IN0020220060,
20,736GS2052,GS,100.1,100.1,100.1,100.1,100.1,100.25,1000,100100.0,21-NOV-2022,1,IN0020220086,
21,738GS2027,GS,104.3,104.3,104.3,104.3,104.3,104.37,100,10430.0,21-NOV-2022,1,IN0020220037,
22,74GS2062,GS,102.0,102.0,101.74,101.74,101.74,101.09,6,611.22,21-NOV-2022,4,IN0020220094,
23,754GS2036,GS,105.4,105.54,101.8,101.97,101.8,105.49,56077,5737202.23,21-NOV-2022,128,IN0020220029,
24,795GS2032,GS,107.37,107.37,107.37,107.37,107.37,107.0,55000,5905350.0,21-NOV-2022,28,IN0020020106,
25,91D160223,TB,98.1,98.1,98.1,98.1,98.1,98.47,100,9810.0,21-NOV-2022,1,IN002022X338,
26,A2ZINFRA,EQ,10.2,10.7,10.2,10.4,10.5,10.35,138684,1446585.6,21-NOV-2022,401,INE619I01012,
27,AAATECH,SM,72.0,72.0,72.0,72.0,72.0,71.25,4500,324000.0,21-NOV-2022,1,INE0D0U01013,
28,AAKASH,EQ,8.6,8.6,8.1,8.1,8.15,8.5,678302,5528712.2,21-NOV-2022,1440,INE087Z01024,
29,AAREYDRUGS,EQ,36.35,36.9,35.7,35.9,35.75,36.75,24647,889835.25,21-NOV-2022,376,INE198H01019,
30,AARON,BE,160.0,160.0,157.0,158.3,159.0,159.4,2651,421040.15,21-NOV-2022,108,INE721Z01010,
31,AARTIDRUGS,EQ,456.0,468.0,456.0,463.95,465.0,463.85,65848,30539955.95,21-NOV-2022,4173,INE767A01016,
32,AARTIIND,EQ,656.7,679.9,655.4,669.35,668.5,653.4,1667630,1119332596.05,21-NOV-2022,42292,INE769A01020,
33,AARTISURF,EQ,717.3,719.45,696.3,699.0,700.0,714.3,12654,8886071.9,21-NOV-2022,1118,INE09EO01013,
34,AARVEEDEN,EQ,25.6,25.6,24.5,24.55,24.5,24.95,11284,279223.6,21-NOV-2022,122,INE273D01019,
35,AARVI,EQ,158.9,159.85,148.1,150.35,150.0,156.3,18756,2848387.9,21-NOV-2022,527,INE754X01016,
36,AAVAS,EQ,1895.85,1940.0,1895.85,1921.9,1927.65,1895.8,100036,191880597.35,21-NOV-2022,25302,INE216P01012,
37,ABAN,EQ,47.4,48.15,45.3,46.75,46.8,47.3,115252,5398981.7,21-NOV-2022,2004,INE421A01028,
38,ABB,EQ,3098.0,3120.0,3055.0,3082.95,3076.8,3092.65,374330,1154815907.15,21-NOV-2022,37186,INE117A01022,
39,ABBOTINDIA,EQ,19840.0,19950.0,19362.15,19592.5,19544.6,19741.25,13838,271355608.75,21-NOV-2022,4396,INE358A01014,
40,ABCAPITAL,EQ,124.0,126.75,123.6,126.35,126.15,125.0,2093279,262102814.75,21-NOV-2022,13124,INE674K01013,
41,ABCOTS,SM,46.5,46.5,45.55,45.55,45.55,46.5,8000,368200.0,21-NOV-2022,2,INE08PH01015,
42,ABFRL,EQ,304.95,312.45,301.7,311.1,311.0,305.5,1786529,548682124.2,21-NOV-2022,16472,INE647O01011,
43,ABMINTLLTD,BE,67.0,67.0,67.0,67.0,67.0,66.9,163,10921.0,21-NOV-2022,3,INE251C01025,
44,ABSLAMC,EQ,427.4,429.45,421.0,421.6,421.5,427.4,163489,69382041.2,21-NOV-2022,2207,INE404A01024,
45,ABSLBANETF,EQ,49.99,49.99,42.0,42.31,42.35,42.58,6836,291445.09,21-NOV-2022,155,INF209KB17D5,
46,ABSLNN50ET,EQ,44.6,44.6,43.2,43.44,43.6,43.71,3283,142782.32,21-NOV-2022,108,INF209KB16D7,
47,ACC,EQ,2452.7,2463.5,2418.95,2456.75,2444.85,2460.7,433180,1058553887.85,21-NOV-2022,20421,INE012A01025,
48,ACCELYA,EQ,1526.0,1565.0,1502.35,1537.05,1540.0,1525.75,34396,52763929.85,21-NOV-2022,4538,INE793A01012,
49,ACCORD,SM,31.5,32.0,30.0,32.0,32.0,30.5,14000,437500.0,21-NOV-2022,7,INE113X01015,
50,ACCURACY,EQ,193.7,193.7,188.05,189.75,189.0,189.9,33290,6329263.45,21-NOV-2022,438,INE648Z01015,
51,ACE,EQ,324.2,324.4,305.0,311.0,310.25,324.2,521971,164253895.4,21-NOV-2022,15386,INE731H01025,
52,ACEINTEG,EQ,70.7,70.7,69.95,70.7,70.7,67.35,24895,1759510.75,21-NOV-2022,204,INE543V01017,
53,ACI,EQ,450.0,476.0,440.2,458.15,458.0,407.0,22187351,10138334364.35,21-NOV-2022,333110,INE128X01021,
54,ADANIENT,EQ,4019.95,4019.95,3921.95,4001.85,3999.5,4019.8,1492003,5936490081.0,21-NOV-2022,63301,INE423A01024,
55,ADANIGREEN,EQ,2084.9,2084.9,1993.3,2003.3,2004.0,2085.4,718527,1455913131.1,21-NOV-2022,43231,INE364U01010,
56,ADANIPORTS,EQ,885.0,888.0,869.0,871.6,870.0,888.9,6108453,5350644414.6,21-NOV-2022,83301,INE742F01042,
57,ADANIPOWER,BE,338.0,338.0,330.0,331.2,331.5,336.5,854114,283620759.2,21-NOV-2022,25583,INE814H01011,
58,ADANITRANS,EQ,3075.0,3109.95,3001.65,3018.7,3012.0,3116.25,976477,2967546470.4,21-NOV-2022,39524,INE931S01010,
59,ADFFOODS,EQ,708.3,725.0,702.7,714.4,720.0,705.8,12677,9028187.0,21-NOV-2022,889,INE982B01019,
60,ADL,BE,61.55,62.6,58.75,59.9,62.6,61.55,817,49452.15,21-NOV-2022,27,INE0CHO01012,
61,ADORWELD,EQ,840.0,880.6,840.0,864.2,868.25,839.8,16481,14268005.45,21-NOV-2022,2076,INE045A01017,
62,ADROITINFO,EQ,20.65,20.65,19.65,19.8,19.95,20.65,23096,464635.95,21-NOV-2022,261,INE737B01033,
63,ADSL,EQ,103.25,111.0,101.55,105.8,105.9,102.75,278758,29800401.55,21-NOV-2022,5580,INE102I01027,
64,ADVANIHOTR,EQ,80.05,82.0,78.45,79.35,79.5,80.05,34530,2767248.4,21-NOV-2022,697,INE199C01026,
65,ADVENZYMES,EQ,279.0,280.5,271.0,272.8,272.0,279.15,61508,16800558.1,21-NOV-2022,3250,INE837H01020,
66,AEGISCHEM,EQ,313.0,320.7,312.8,318.65,318.25,314.85,279356,88671994.05,21-NOV-2022,12087,INE208C01025,
67,AETHER,EQ,976.0,995.0,902.0,921.2,920.1,978.4,166484,155245917.35,21-NOV-2022,10987,INE0BWX01014,
68,AFFLE,EQ,1293.4,1300.0,1253.25,1260.35,1253.65,1286.95,211875,269430917.95,21-NOV-2022,14184,INE00WC01027,
69,AGARIND,EQ,616.3,645.0,610.3,638.5,632.8,616.3,79901,50480519.35,21-NOV-2022,7816,INE204E01012,
70,AGI,EQ,303.2,304.95,285.1,286.95,285.9,303.2,222644,65008175.45,21-NOV-2022,9895,INE415A01038,
71,AGNI,SM,24.6,25.85,24.6,24.6,24.6,25.85,60000,1503000.0,21-NOV-2022,5,INE0LF301013,
72,AGRITECH,EQ,95.85,95.85,92.2,93.55,93.0,95.85,2368,222051.7,21-NOV-2022,131,INE449G01018,
73,AGROPHOS,EQ,38.0,39.5,37.55,37.9,37.85,37.35,61512,2343895.2,21-NOV-2022,547,INE740V01019,
74,AGSTRA,EQ,75.4,76.75,74.55,74.7,74.85,75.4,119488,8994159.8,21-NOV-2022,1820,INE583L01014,
75,AHLADA,BE,103.0,105.0,99.85,103.5,103.5,103.75,4356,441358.9,21-NOV-2022,49,INE00PV01013,
76,AHLEAST,BE,117.0,118.7,113.05,113.55,115.0,115.85,5357,612258.85,21-NOV-2022,95,INE926K01017,
77,AHLUCONT,EQ,439.9,452.0,430.0,443.45,442.45,432.35,133529,59011330.7,21-NOV-2022,4928,INE758C01029,
78,AIAENG,EQ,2676.3,2790.0,2662.55,2703.8,2697.0,2659.05,86486,235282386.15,21-NOV-2022,17853,INE212H01026,
79,AILIMITED,SM,31.3,31.4,28.5,28.5,28.5,29.95,30000,884100.0,21-NOV-2022,10,INE0CAJ01017,
80,AIRAN,EQ,17.05,17.25,16.85,16.95,17.05,17.2,105089,1787229.2,21-NOV-2022,682,INE645W01026,
81,AIROLAM,EQ,85.15,87.0,79.65,80.05,80.0,87.3,66645,5457892.85,21-NOV-2022,1529,INE801L01010,
