,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,Unnamed: 13
0,20MICRONS,EQ,95.1,102.0,95.1,98.25,98.5,96.05,452625,45123819.45,13-DEC-2022,7033,INE144J01027,
1,21STCENMGM,EQ,22.45,22.9,22.2,22.45,22.25,22.55,5174,116556.5,13-DEC-2022,89,INE253B01015,
2,364D071223,TB,93.0,93.0,93.0,93.0,93.0,93.56,1000,93000.0,13-DEC-2022,1,IN002022Z366,
3,364D091123,TB,94.0,94.0,94.0,94.0,94.0,94.0,800,75200.0,13-DEC-2022,1,IN002022Z325,
4,364D240823,TB,94.35,94.35,94.35,94.35,94.35,94.35,100,9435.0,13-DEC-2022,1,IN002022Z218,
5,364D271023,TB,93.71,93.71,93.71,93.71,93.71,93.71,100,9371.0,13-DEC-2022,1,IN002022Z309,
6,3IINFOLTD,EQ,41.6,42.25,40.6,41.0,41.05,41.1,502590,20828231.5,13-DEC-2022,3357,INE748C01038,
7,3MINDIA,EQ,23388.0,23388.0,23130.05,23279.75,23201.0,23326.4,824,19151394.65,13-DEC-2022,652,INE470A01017,
8,3PLAND,EQ,17.65,17.65,17.2,17.3,17.2,17.05,2418,41791.65,13-DEC-2022,57,INE105C01023,
9,4THDIM,BE,102.0,102.05,101.5,102.0,102.05,100.05,66373,6772318.3,13-DEC-2022,143,INE382T01022,
10,5PAISA,EQ,324.0,327.9,324.0,325.5,325.0,324.1,19619,6395448.65,13-DEC-2022,2529,INE618L01018,
11,610GS2031,GS,96.35,96.35,96.35,96.35,96.35,98.7,85,8189.75,13-DEC-2022,1,IN0020210095,
12,618GS2024,GS,99.08,99.08,99.08,99.08,99.08,94.37,500,49540.0,13-DEC-2022,1,IN0020190396,
13,63MOONS,EQ,156.0,157.55,153.95,155.5,154.45,154.75,54414,8469832.85,13-DEC-2022,1747,INE111B01023,
14,667GS2050,GS,95.99,95.99,95.01,95.01,95.01,96.55,193,18476.09,13-DEC-2022,5,IN0020200252,
15,676GS2061,GS,97.28,97.3,97.28,97.3,97.3,102.37,15,1459.4,13-DEC-2022,2,IN0020200401,
16,68GS2060,GS,90.57,90.57,90.57,90.57,90.57,86.26,1125,101891.25,13-DEC-2022,4,IN0020200187,
17,695GS2061,GS,97.0,97.0,96.0,96.5,96.5,97.99,1847,178607.5,13-DEC-2022,5,IN0020210202,
18,699GS2051,GS,97.4,97.4,96.5,96.5,96.5,99.29,4866,470415.9,13-DEC-2022,15,IN0020210194,
19,710GS2029,GS,101.0,105.0,101.0,102.0,102.0,101.0,512,52234.0,13-DEC-2022,6,IN0020220011,
20,726GS2032,GS,102.5,102.5,101.12,102.0,102.0,103.0,162106,16530474.0,13-DEC-2022,6,IN0020220060,
21,736GS2052,GS,100.0,102.5,100.0,102.0,102.0,101.96,303,30756.0,13-DEC-2022,5,IN0020220086,
22,738GS2027,GS,104.7,105.5,104.7,105.37,105.5,104.7,6,630.09,13-DEC-2022,5,IN0020220037,
23,74GS2062,GS,102.0,102.0,102.0,102.0,102.0,102.25,4653,474606.0,13-DEC-2022,4,IN0020220094,
24,754GS2036,GS,102.12,102.8,102.0,102.8,102.8,102.06,40501,4136574.51,13-DEC-2022,67,IN0020220029,
25,757GS2033,GS,101.45,101.45,101.45,101.45,101.45,101.31,531,53869.95,13-DEC-2022,2,IN0020190065,
26,759GS2026,GS,105.13,105.13,104.0,104.0,104.0,103.95,95,9885.65,13-DEC-2022,2,IN0020150093,
27,826GS2027,GS,102.92,106.94,102.92,106.94,106.94,108.27,3098,324466.12,13-DEC-2022,3,IN0020070036,
28,828GS2027,GS,103.44,103.44,103.2,103.2,103.2,98.52,3465,357756.48,13-DEC-2022,5,IN0020070069,
29,86GS2028,GS,104.0,104.0,104.0,104.0,104.0,108.96,300,31200.0,13-DEC-2022,1,IN0020140011,
30,91D020323,TB,98.3,98.3,98.3,98.3,98.3,98.35,3000,294900.0,13-DEC-2022,7,IN002022X353,
31,91D050123,TB,99.4,99.4,99.4,99.4,99.4,99.6,100,9940.0,13-DEC-2022,1,IN002022X270,
32,91D090323,TB,98.02,98.02,98.0,98.0,98.0,98.0,500,49005.0,13-DEC-2022,3,IN002022X361,
33,91D190123,TB,99.05,99.15,99.05,99.15,99.15,99.0,1100,108965.0,13-DEC-2022,5,IN002022X296,
34,92GS2030,GS,115.0,115.0,115.0,115.0,115.0,115.0,10,1150.0,13-DEC-2022,2,IN0020130053,
35,A2ZINFRA,EQ,10.9,11.15,10.7,10.95,10.85,10.75,325019,3531352.0,13-DEC-2022,512,INE619I01012,
36,AAATECH,EQ,61.95,63.75,58.9,59.35,59.0,60.9,26306,1582572.7,13-DEC-2022,651,INE0D0U01013,
37,AAKASH,EQ,7.05,7.05,6.9,7.0,7.0,7.0,345667,2417291.75,13-DEC-2022,838,INE087Z01024,
38,AAREYDRUGS,EQ,37.75,39.3,36.85,37.55,37.3,37.7,70720,2692639.75,13-DEC-2022,759,INE198H01019,
39,AARON,EQ,174.0,177.0,170.85,175.75,177.0,173.9,5212,910091.5,13-DEC-2022,194,INE721Z01010,
40,AARTIDRUGS,EQ,465.0,469.7,460.2,462.9,463.1,464.25,46593,21618448.95,13-DEC-2022,4007,INE767A01016,
41,AARTIIND,EQ,661.35,663.3,652.85,654.0,654.6,656.35,434272,285008502.65,13-DEC-2022,23929,INE769A01020,
42,AARTISURF,EQ,688.25,695.0,676.6,679.85,682.25,688.25,16021,10963628.5,13-DEC-2022,1919,INE09EO01013,
43,AARVEEDEN,EQ,26.2,26.3,25.35,25.85,26.2,25.7,36901,948157.3,13-DEC-2022,498,INE273D01019,
44,AARVI,EQ,188.35,190.0,185.0,186.75,186.0,186.7,11451,2142526.8,13-DEC-2022,435,INE754X01016,
45,AAVAS,EQ,1935.0,1935.15,1896.1,1919.0,1925.45,1925.55,94332,180091759.2,13-DEC-2022,14330,INE216P01012,
46,ABAN,EQ,50.5,54.75,50.5,53.7,53.8,49.85,1377689,73503229.25,13-DEC-2022,12772,INE421A01028,
47,ABB,EQ,2982.05,3015.6,2979.0,2993.15,2992.0,2991.4,120072,359843114.5,13-DEC-2022,11134,INE117A01022,
48,ABBOTINDIA,EQ,20625.0,20900.0,20336.95,20838.0,20801.0,20516.85,16992,351544775.55,13-DEC-2022,5347,INE358A01014,
49,ABCAPITAL,EQ,157.9,159.4,155.5,156.4,156.55,157.1,4793844,751900682.1,13-DEC-2022,25494,INE674K01013,
50,ABCOTS,SM,50.1,52.0,50.1,52.0,52.0,49.5,56000,2867600.0,13-DEC-2022,13,INE08PH01015,
51,ABFRL,EQ,314.0,316.95,312.6,315.45,314.6,314.65,1303625,409980994.95,13-DEC-2022,16155,INE647O01011,
52,ABINFRA,SM,13.0,13.0,13.0,13.0,13.0,12.75,4000,52000.0,13-DEC-2022,1,INE00YB01017,
53,ABMINTLLTD,BE,66.0,66.5,66.0,66.15,66.0,68.9,331,21886.35,13-DEC-2022,20,INE251C01025,
54,ABSLAMC,EQ,451.7,462.0,448.8,454.8,455.45,451.2,122220,55789732.9,13-DEC-2022,4770,INE404A01024,
55,ABSLBANETF,EQ,44.4,44.4,43.36,43.9,43.87,43.65,4671482,205586738.29,13-DEC-2022,1972,INF209KB17D5,
56,ABSLNN50ET,EQ,45.08,45.49,44.92,44.96,44.96,45.08,1406,63256.5,13-DEC-2022,156,INF209KB16D7,
57,ACC,EQ,2662.0,2675.0,2643.0,2659.55,2659.5,2642.4,429720,1142725479.95,13-DEC-2022,27399,INE012A01025,
58,ACCELYA,EQ,1546.9,1560.95,1535.55,1540.1,1536.7,1539.2,14316,22138150.75,13-DEC-2022,2104,INE793A01012,
59,ACCURACY,EQ,176.4,178.9,176.4,178.0,178.25,177.65,5981,1066635.8,13-DEC-2022,126,INE648Z01015,
60,ACE,EQ,324.9,328.6,316.35,322.5,322.0,323.25,405051,130764242.15,13-DEC-2022,10874,INE731H01025,
61,ACEINTEG,EQ,53.6,59.35,53.6,54.35,54.1,55.05,3381,187229.0,13-DEC-2022,65,INE543V01017,
62,ACI,EQ,535.0,554.5,525.0,530.45,526.25,533.95,741309,399697681.75,13-DEC-2022,27320,INE128X01021,
63,ADANIENT,EQ,4027.8,4072.0,4011.6,4060.2,4060.0,4016.7,1215308,4919535387.65,13-DEC-2022,47587,INE423A01024,
64,ADANIGREEN,EQ,2034.2,2051.0,2012.0,2021.4,2018.0,2024.05,430094,871955244.25,13-DEC-2022,26831,INE364U01010,
65,ADANIPORTS,EQ,884.95,898.0,881.3,894.8,892.7,881.3,3821073,3402562361.0,13-DEC-2022,47167,INE742F01042,
66,ADANIPOWER,EQ,310.5,325.7,310.5,323.0,321.7,310.2,6144873,1975697161.35,13-DEC-2022,79009,INE814H01011,
67,ADANITRANS,EQ,2697.85,2704.85,2631.1,2652.8,2644.9,2687.85,277895,740302889.1,13-DEC-2022,19738,INE931S01010,
68,ADFFOODS,EQ,819.2,958.3,819.0,870.95,876.0,812.15,220322,193969437.9,13-DEC-2022,16509,INE982B01019,
69,ADL,BE,64.05,69.0,64.05,67.9,68.75,66.9,1232,83061.25,13-DEC-2022,27,INE0CHO01012,
70,ADORWELD,EQ,841.0,859.5,841.0,852.0,852.0,847.9,3325,2833550.8,13-DEC-2022,463,INE045A01017,
71,ADROITINFO,EQ,30.65,30.65,30.65,30.65,30.65,29.2,37036,1135153.4,13-DEC-2022,87,INE737B01033,
72,ADSL,EQ,104.75,104.75,100.5,101.0,101.3,100.7,121168,12389595.1,13-DEC-2022,1947,INE102I01027,
73,ADVANIHOTR,EQ,84.8,84.8,82.5,82.9,82.95,83.55,32382,2704537.15,13-DEC-2022,481,INE199C01026,
74,ADVENZYMES,EQ,313.0,318.85,309.0,312.15,309.0,311.65,90524,28364990.9,13-DEC-2022,5086,INE837H01020,
75,AEGISCHEM,EQ,340.35,364.7,335.0,362.4,361.4,339.1,2103632,743502284.5,13-DEC-2022,35124,INE208C01025,
