,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,Unnamed: 13
0,1018GS2026,GS,100.75,111.27,100.75,111.27,111.27,105.98,364,36799.24,25-NOV-2022,6,IN0020010081,
1,182D090223,TB,96.0,96.0,96.0,96.0,96.0,97.12,100,9600.0,25-NOV-2022,1,IN002022Y195,
2,182D230323,TB,97.05,97.05,97.05,97.05,97.05,97.1,500,48525.0,25-NOV-2022,1,IN002022Y260,
3,20MICRONS,EQ,92.0,94.3,91.8,92.7,92.95,92.3,90133,8388697.75,25-NOV-2022,2614,INE144J01027,
4,21STCENMGM,EQ,22.1,22.75,22.1,22.75,22.75,22.35,4613,103608.35,25-NOV-2022,67,INE253B01015,
5,364D100823,TB,94.0,94.0,94.0,94.0,94.0,94.34,100,9400.0,25-NOV-2022,1,IN002022Z192,
6,364D170823,TB,94.5,94.7,94.5,94.7,94.7,94.0,300,28370.0,25-NOV-2022,2,IN002022Z200,
7,364D210923,TB,93.51,93.82,93.1,93.82,93.82,94.05,700,65477.0,25-NOV-2022,4,IN002022Z259,
8,364D231123,TB,93.0,93.0,93.0,93.0,93.0,93.6,100,9300.0,25-NOV-2022,1,IN002022Z341,
9,3IINFOLTD,EQ,42.25,42.65,41.95,42.25,42.2,42.1,282103,11937719.95,25-NOV-2022,1863,INE748C01038,
10,3MINDIA,EQ,22900.0,23187.95,22850.0,22900.8,22851.0,22929.1,7329,167963669.05,25-NOV-2022,1407,INE470A01017,
11,3PLAND,EQ,17.15,17.25,16.4,17.1,17.15,16.8,1994,33809.95,25-NOV-2022,37,INE105C01023,
12,4THDIM,EQ,86.15,86.15,84.55,84.55,84.55,86.25,1146,97311.3,25-NOV-2022,35,INE382T01022,
13,563GS2026,GS,97.28,97.28,97.28,97.28,97.28,99.58,1093,106327.04,25-NOV-2022,3,IN0020210012,
14,5PAISA,EQ,317.0,317.45,302.65,311.8,310.55,312.2,39574,12338828.35,25-NOV-2022,2223,INE618L01018,
15,617GS2023,GS,103.0,103.0,103.0,103.0,103.0,102.0,500,51500.0,25-NOV-2022,1,IN0020030055,
16,618GS2024,GS,96.62,99.38,96.62,99.38,99.38,101.64,600,59352.0,25-NOV-2022,2,IN0020190396,
17,63MOONS,EQ,147.65,155.0,145.1,152.65,154.0,146.5,103373,15606658.0,25-NOV-2022,3116,INE111B01023,
18,667GS2035,GS,92.35,92.35,92.35,92.35,92.35,97.1,100,9235.0,25-NOV-2022,1,IN0020210152,
19,667GS2050,GS,92.5,93.05,92.5,93.05,93.05,93.5,374,34800.15,25-NOV-2022,3,IN0020200252,
20,669GS2024,GS,102.4,102.5,102.4,102.5,102.5,103.0,900,92190.0,25-NOV-2022,6,IN0020220052,
21,695GS2061,GS,97.0,98.0,97.0,98.0,98.0,98.0,1020,99100.1,25-NOV-2022,7,IN0020210202,
22,699GS2051,GS,97.99,99.99,97.99,99.99,99.99,98.04,2001,196097.99,25-NOV-2022,5,IN0020210194,
23,710GS2029,GS,100.49,100.75,100.0,100.65,100.65,100.5,24175,2430480.65,25-NOV-2022,21,IN0020220011,
24,719GS2060,GS,100.0,102.96,99.8,102.96,102.96,103.0,2001,199902.96,25-NOV-2022,3,IN0020200039,
25,726GS2032,GS,103.0,103.5,101.75,103.5,103.5,102.35,4300,444225.0,25-NOV-2022,11,IN0020220060,
26,736GS2052,GS,100.0,101.7,100.0,100.71,100.71,100.85,1400,141591.0,25-NOV-2022,6,IN0020220086,
27,738GS2027,GS,104.11,104.4,104.0,104.0,104.0,104.45,4400,458688.5,25-NOV-2022,18,IN0020220037,
28,74GS2062,GS,102.0,102.0,102.0,102.0,102.0,102.0,1,102.0,25-NOV-2022,1,IN0020220094,
29,754GS2036,GS,101.8,101.99,101.75,101.79,101.8,101.8,96382,9817677.23,25-NOV-2022,70,IN0020220029,
30,785AP37,SG,86.0,86.0,86.0,86.0,86.0,90.25,200,17200.0,25-NOV-2022,1,IN1020220225,
31,832GS2032,GS,101.94,101.94,101.94,101.94,101.94,101.94,1,101.94,25-NOV-2022,1,IN0020070044,
32,91D020223,TB,98.4,98.4,98.4,98.4,98.4,98.35,1000,98400.0,25-NOV-2022,2,IN002022X312,
33,91D081222,TB,99.28,99.28,99.28,99.28,99.28,99.28,1000,99280.0,25-NOV-2022,1,IN002022X239,
34,91D160223,TB,98.25,98.3,98.1,98.3,98.3,98.1,7400,727027.0,25-NOV-2022,14,IN002022X338,
35,A2ZINFRA,EQ,11.3,11.3,10.7,10.8,10.9,10.85,254668,2776681.5,25-NOV-2022,454,INE619I01012,
36,AAATECH,SM,72.25,75.0,72.1,75.0,75.0,72.0,22500,1661625.0,25-NOV-2022,5,INE0D0U01013,
37,AAKASH,EQ,8.1,8.1,7.6,7.95,8.0,7.75,1693196,13495150.6,25-NOV-2022,1977,INE087Z01024,
38,AAREYDRUGS,EQ,36.8,38.3,36.8,37.75,37.8,37.4,64692,2432244.6,25-NOV-2022,475,INE198H01019,
39,AARON,BE,156.0,159.5,156.0,157.95,158.0,157.9,3598,563787.5,25-NOV-2022,111,INE721Z01010,
40,AARTIDRUGS,EQ,440.5,452.6,440.5,450.45,448.1,442.3,76016,34036907.2,25-NOV-2022,4592,INE767A01016,
41,AARTIIND,EQ,660.1,666.0,657.5,664.4,665.0,657.45,437321,289885055.3,25-NOV-2022,19635,INE769A01020,
42,AARTISURF,EQ,730.0,735.0,723.05,725.85,725.0,725.1,5897,4298070.05,25-NOV-2022,566,INE09EO01013,
43,AARVEEDEN,EQ,23.9,23.9,22.7,23.1,23.0,22.9,8399,195383.55,25-NOV-2022,109,INE273D01019,
44,AARVI,EQ,159.0,173.0,158.0,169.0,167.4,158.8,79642,13320298.15,25-NOV-2022,1775,INE754X01016,
45,AAVAS,EQ,1904.0,1945.0,1893.95,1905.9,1912.0,1906.9,55806,106968573.7,25-NOV-2022,5987,INE216P01012,
46,ABAN,EQ,48.7,49.5,48.2,48.65,48.8,49.1,148098,7224846.8,25-NOV-2022,1848,INE421A01028,
47,ABB,EQ,3140.1,3159.0,3080.0,3090.85,3100.0,3124.95,340177,1059875788.75,25-NOV-2022,35037,INE117A01022,
48,ABBOTINDIA,EQ,20194.25,20325.0,19937.95,20267.5,20291.0,20194.25,11978,241940927.05,25-NOV-2022,3790,INE358A01014,
49,ABCAPITAL,EQ,129.0,136.0,128.95,135.3,135.75,128.95,13245307,1757402214.0,25-NOV-2022,67738,INE674K01013,
50,ABFRL,EQ,306.95,312.65,306.25,310.6,310.6,304.95,2112552,654822804.85,25-NOV-2022,29294,INE647O01011,
51,ABMINTLLTD,BE,69.95,69.95,66.5,66.6,66.5,69.95,113,7534.85,25-NOV-2022,15,INE251C01025,
52,ABSLAMC,EQ,419.9,420.0,416.4,418.05,417.95,417.9,213907,89433708.2,25-NOV-2022,2675,INE404A01024,
53,ABSLBANETF,EQ,44.95,44.95,42.85,43.07,43.11,43.02,9158,395600.53,25-NOV-2022,272,INF209KB17D5,
54,ABSLNN50ET,EQ,44.85,44.85,43.09,44.05,44.0,43.91,1092,48061.45,25-NOV-2022,55,INF209KB16D7,
55,ACC,EQ,2468.8,2515.0,2455.65,2507.25,2514.0,2461.35,450737,1122082277.3,25-NOV-2022,23057,INE012A01025,
56,ACCELYA,EQ,1522.0,1557.35,1515.75,1524.05,1523.0,1539.1,17312,26549174.0,25-NOV-2022,2409,INE793A01012,
57,ACCURACY,EQ,181.0,184.9,179.25,184.1,183.5,179.2,17106,3132631.7,25-NOV-2022,513,INE648Z01015,
58,ACE,EQ,321.9,333.0,321.0,328.7,329.8,316.8,796903,260914782.3,25-NOV-2022,20565,INE731H01025,
59,ACEINTEG,EQ,57.7,57.7,57.7,57.7,57.7,60.7,2745,158386.5,25-NOV-2022,37,INE543V01017,
60,ACI,EQ,495.95,538.8,493.2,534.0,531.0,502.4,3312638,1729193640.0,25-NOV-2022,128476,INE128X01021,
61,ADANIENT,EQ,3929.0,3949.9,3845.3,3901.1,3900.05,3921.1,2506346,9762203482.25,25-NOV-2022,91106,INE423A01024,
62,ADANIGREEN,EQ,2049.0,2049.6,1991.55,2023.95,2028.8,2043.05,655726,1318617314.6,25-NOV-2022,38932,INE364U01010,
63,ADANIPORTS,EQ,877.0,881.0,872.1,879.6,877.5,876.65,5079099,4453389264.8,25-NOV-2022,59338,INE742F01042,
64,ADANIPOWER,BE,326.0,327.0,318.5,323.95,323.5,324.95,1084355,349837998.35,25-NOV-2022,26603,INE814H01011,
65,ADANITRANS,EQ,2790.85,2795.0,2725.0,2739.6,2744.0,2790.85,562296,1542518091.85,25-NOV-2022,28058,INE931S01010,
66,ADFFOODS,EQ,753.2,775.0,753.2,771.75,770.0,762.2,13910,10688676.95,25-NOV-2022,996,INE982B01019,
67,ADL,BE,65.05,65.05,61.95,64.85,65.0,62.2,1271,82104.1,25-NOV-2022,32,INE0CHO01012,
68,ADORWELD,EQ,855.9,872.4,848.0,860.0,848.0,848.35,9529,8221203.9,25-NOV-2022,1100,INE045A01017,
69,ADROITINFO,EQ,19.35,19.8,18.1,18.8,18.65,19.05,78069,1449117.4,25-NOV-2022,666,INE737B01033,
70,ADSL,EQ,104.45,106.45,103.55,105.2,105.0,103.55,109638,11545078.2,25-NOV-2022,2087,INE102I01027,
71,ADVANIHOTR,EQ,78.85,80.55,78.5,79.1,79.15,78.1,56552,4496170.15,25-NOV-2022,711,INE199C01026,
72,ADVENZYMES,EQ,280.95,288.15,278.45,285.1,285.0,279.75,71149,20254155.25,25-NOV-2022,3946,INE837H01020,
73,AEGISCHEM,EQ,328.15,338.0,325.1,336.2,336.0,330.15,797922,266222833.35,25-NOV-2022,20589,INE208C01025,
74,AETHER,EQ,912.35,914.45,901.0,904.0,905.0,912.35,39646,35926510.3,25-NOV-2022,3588,INE0BWX01014,
75,AFFLE,EQ,1215.65,1235.0,1210.0,1218.0,1218.0,1210.75,99880,121989036.25,25-NOV-2022,7875,INE00WC01027,
76,AGARIND,EQ,629.3,650.4,624.05,634.5,635.0,626.8,48918,31146812.55,25-NOV-2022,3579,INE204E01012,
77,AGI,EQ,290.0,291.85,285.5,286.25,286.95,288.7,58160,16763508.75,25-NOV-2022,2209,INE415A01038,
78,AGRITECH,EQ,99.5,99.5,94.6,95.15,95.25,97.4,7631,729859.55,25-NOV-2022,254,INE449G01018,
79,AGROPHOS,EQ,40.0,40.0,37.85,38.6,38.45,37.75,80945,3153049.75,25-NOV-2022,712,INE740V01019,
80,AGSTRA,EQ,74.2,75.8,74.2,74.85,74.75,74.75,143744,10775933.95,25-NOV-2022,1808,INE583L01014,
81,AHLADA,BE,109.0,109.0,101.25,101.9,103.0,106.55,3333,341268.05,25-NOV-2022,82,INE00PV01013,
82,AHLEAST,BE,111.25,114.0,111.25,113.4,113.0,112.6,3273,369970.7,25-NOV-2022,46,INE926K01017,
83,AHLUCONT,EQ,437.2,440.4,429.0,429.8,429.05,436.9,12407,5364487.6,25-NOV-2022,863,INE758C01029,
84,AIAENG,EQ,2685.0,2696.75,2627.0,2639.9,2640.0,2689.45,38478,101892962.2,25-NOV-2022,8355,INE212H01026,
85,AILIMITED,SM,34.5,34.5,34.5,34.5,34.5,32.9,15000,517500.0,25-NOV-2022,4,INE0CAJ01017,
86,AIRAN,EQ,16.75,17.0,16.7,16.85,17.0,16.7,82341,1385206.1,25-NOV-2022,530,INE645W01026,
87,AIROLAM,EQ,90.7,90.7,88.0,89.05,89.5,89.8,15465,1378415.7,25-NOV-2022,389,INE801L01010,
88,AIRTELPP,E1,468.75,475.0,465.15,468.4,468.0,468.75,210500,98618076.3,25-NOV-2022,1505,IN9397D01014,
89,AJANTPHARM,EQ,1223.95,1237.0,1221.05,1232.15,1235.0,1223.25,20323,24999668.65,25-NOV-2022,3457,INE031B01049,
90,AJMERA,EQ,286.45,286.45,280.1,281.0,282.45,283.6,18780,5304165.5,25-NOV-2022,1079,INE298G01027,
91,AJOONI,EQ,7.95,8.3,7.35,7.8,7.7,7.9,3302039,25662017.35,25-NOV-2022,2072,INE820Y01021,
